study	Last modified	version	file	link	comment
phs000286	2019-05-10	6	phs000286.v6.pht001941.v2.p2.bapa.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000286/phs000286.v6.p2/pheno_variable_summaries/phs000286.v6.pht001941.v2.p2.bapa.var_report.xml	Visit 1. Pre-Ambulatory Blood Pressure Monitoring of participants including adult 35-84 years old African Americans and involved in the &quot;Jackson Heart Study (JHS) Cohort&quot; project.
phs000286	2019-05-10	6	phs000286.v6.pht001923.v2.p2.abha.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000286/phs000286.v6.p2/pheno_variable_summaries/phs000286.v6.pht001923.v2.p2.abha.var_report.xml	Visit 1. Carotid Ultrasound Data of participants including adult 35-84 years old African Americans and involved in the &quot;Jackson Heart Study (JHS) Cohort&quot; project.
phs000286	2019-05-10	6	phs000286.v6.pht001924.v2.p2.abpa.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000286/phs000286.v6.p2/pheno_variable_summaries/phs000286.v6.pht001924.v2.p2.abpa.var_report.xml	Visit 1. Post Ambulatory Blood Pressure Monitoring of participants including adult 35-84 years old African Americans and involved in the &quot;Jackson Heart Study (JHS) Cohort&quot; project.
phs000286	2019-05-10	6	phs000286.v6.pht001926.v2.p2.adra.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000286/phs000286.v6.p2/pheno_variable_summaries/phs000286.v6.pht001926.v2.p2.adra.var_report.xml	Visit 1. Health Practices: Alcohol and Drug Use measurements of participants including adult 35-84 years old African Americans and involved in the &quot;Jackson Heart Study (JHS) Cohort&quot; project.
phs000286	2019-05-10	6	phs000286.v6.pht001950.v2.p2.disa.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000286/phs000286.v6.p2/pheno_variable_summaries/phs000286.v6.pht001950.v2.p2.disa.var_report.xml	Visit 1. Discrimination of participants including adult 35-84 years old African Americans and involved in the &quot;Jackson Heart Study (JHS) Cohort&quot; project.
phs000286	2019-05-10	6	phs000286.v6.pht001942.v2.p2.bpaa.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000286/phs000286.v6.p2/pheno_variable_summaries/phs000286.v6.pht001942.v2.p2.bpaa.var_report.xml	Visit 1. Pre-Physical Activity Monitoring of participants including adult 35-84 years old African Americans and involved in the &quot;Jackson Heart Study (JHS) Cohort&quot; project.
phs000286	2019-05-10	6	phs000286.v6.pht001940.v2.p2.antv.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000286/phs000286.v6.p2/pheno_variable_summaries/phs000286.v6.pht001940.v2.p2.antv.var_report.xml	Visit 1. Anthropometry measurements of participants including adult 35-84 years old African Americans and involved in the &quot;Jackson Heart Study (JHS) Cohort&quot; project.
phs001673	2019-05-13	1	phs001673.v1.pht008509.v1.p1.ADAGESIII_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001673/phs001673.v1.p1/pheno_variable_summaries/phs001673.v1.pht008509.v1.p1.ADAGESIII_Subject.var_report.xml	The subject consent file includes subject IDs, consent information, and subject source.
phs001673	2019-05-13	1	phs001673.v1.pht008511.v1.p1.ADAGESIII_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001673/phs001673.v1.p1/pheno_variable_summaries/phs001673.v1.pht008511.v1.p1.ADAGESIII_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample source and sample use.
phs001673	2019-05-13	1	phs001673.v1.pht008512.v1.p1.ADAGESIII_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001673/phs001673.v1.p1/pheno_variable_summaries/phs001673.v1.pht008512.v1.p1.ADAGESIII_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, affection status of the subject for Glaucoma, race, age, mean deviation of left and right eyes, worse mean deviation of eyes from measurements, and sex.
phs001673	2019-05-13	1	phs001673.v1.pht008510.v1.p1.ADAGESIII_Pedigree.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001673/phs001673.v1.p1/pheno_variable_summaries/phs001673.v1.pht008510.v1.p1.ADAGESIII_Pedigree.var_report.xml	The subject pedigree table contains family ID, subject ID, mother ID, father ID, and sex.
phs001673	2019-05-13	1	phs001673.v1.pht008513.v1.p1.ADAGESIII_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001673/phs001673.v1.p1/pheno_variable_summaries/phs001673.v1.pht008513.v1.p1.ADAGESIII_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, analyte type, and name of the center which conducted genotyping.
phs001329	2019-05-15	2	phs001329.v2.pht007182.v2.p1.medical_history.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007182.v2.p1.medical_history.var_report.xml	General Medical History: allergies, past illnesses/conditions, and hospitalizations.
phs001329	2019-05-15	2	phs001329.v2.pht009040.v1.p1.adverse_event.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht009040.v1.p1.adverse_event.var_report.xml	Adverse Events (AEs): type of AE, outcome, follow-up, and reporting.
phs001329	2019-05-15	2	phs001329.v2.pht007179.v2.p1.demographics.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007179.v2.p1.demographics.var_report.xml	Demographics data table includes ethnicity, gender, and race.
phs001329	2019-05-15	2	phs001329.v2.pht007183.v2.p1.neurological_exam.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007183.v2.p1.neurological_exam.var_report.xml	Neurological Exam: mental status, cranial nerves, motor strength, and other reflexes, signs, and sensations.
phs001329	2019-05-15	2	phs001329.v2.pht007175.v2.p1.clinical_evaluations.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007175.v2.p1.clinical_evaluations.var_report.xml	Clinical Evaluations: EEG findings, eye examination (pupil size and reactivity and saccades), and MRI, rehabilitation, and nutritional evaluations completed.
phs001329	2019-05-15	2	phs001329.v2.pht007174.v2.p1.vabs.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007174.v2.p1.vabs.var_report.xml	Vineland Adaptive Behavior Rating Scales (vabs): communication, daily living skills, socialization, and motor skills.
phs001329	2019-05-15	2	phs001329.v2.pht007181.v2.p1.registration.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007181.v2.p1.registration.var_report.xml	Registration: RDCRN Protocol number, participant status, age in years at registration and start of study.
phs001329	2019-05-15	2	phs001329.v2.pht007178.v2.p1.p6704_14112_dnasample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007178.v2.p1.p6704_14112_dnasample.var_report.xml	DNA Sample: diagnosis of MLIV confirmed, date of sample collected, age at sample collection, and analysis completed.
phs001329	2019-05-15	2	phs001329.v2.pht007176.v2.p1.lab_form.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007176.v2.p1.lab_form.var_report.xml	Labs 6704 data table includes a chemistry analysis, CBC, and urinalysis.
phs001329	2019-05-15	2	phs001329.v2.pht007177.v2.p1.eligibility.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007177.v2.p1.eligibility.var_report.xml	Eligiblity: definitive diagnosis of MLIV, sufficient general health, pregnancy and nursing status, informed consent, ability to travel, and age at consent.
phs001329	2019-05-15	2	phs001329.v2.pht007173.v2.p1.physical_exam.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007173.v2.p1.physical_exam.var_report.xml	General Physical Exam: vital signs, anthropometry, and general assessments using the Tanner scale.
phs001329	2019-05-15	2	phs001329.v2.pht007180.v2.p1.concomitant_meds.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007180.v2.p1.concomitant_meds.var_report.xml	Concomitant medication: status of medications taken currently (name, dose, units, frequency, interval, route, indication, start and stop dates).
phs001329	2019-05-15	2	phs001329.v2.pht009041.v1.p1.conclusionofstudyparticipation.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht009041.v1.p1.conclusionofstudyparticipation.var_report.xml	Conclusion of Study Participants data table includes participant&#39;s completion status, form status and name, participant cycle number and visit, withdrawal status, and reasons for withdrawal.
phs001329	2019-05-15	2	phs001329.v2.pht007172.v2.p1.LDN_6704_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001329/phs001329.v2.p1/pheno_variable_summaries/phs001329.v2.pht007172.v2.p1.LDN_6704_Subject.var_report.xml	This subject consent file includes subject IDs and consent group information.
phs001596	2019-05-22	1	phs001596.v1.pht007964.v1.p1.Acral_Melanoma_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001596/phs001596.v1.p1/pheno_variable_summaries/phs001596.v1.pht007964.v1.p1.Acral_Melanoma_Subject.var_report.xml	The subject consent file includes subject IDs, consent information, and case control status of the subject for acral melanoma. All subjects are tumor patients.
phs001596	2019-05-22	1	phs001596.v1.pht007966.v1.p1.Acral_Melanoma_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001596/phs001596.v1.p1/pheno_variable_summaries/phs001596.v1.pht007966.v1.p1.Acral_Melanoma_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, disease onset age, and sex.
phs001596	2019-05-22	1	phs001596.v1.pht007967.v1.p1.Acral_Melanoma_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001596/phs001596.v1.p1/pheno_variable_summaries/phs001596.v1.pht007967.v1.p1.Acral_Melanoma_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, analyte type, tumor status, primary or metastatic tumor, or transformed cell line, and name of the center which conducted sequencing.
phs001596	2019-05-22	1	phs001596.v1.pht007965.v1.p1.Acral_Melanoma_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001596/phs001596.v1.p1/pheno_variable_summaries/phs001596.v1.pht007965.v1.p1.Acral_Melanoma_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample use.
phs001802	2019-05-23	1	phs001802.v1.pht008960.v1.p1.Lymphatic_Anomalies_CAG_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001802/phs001802.v1.p1/pheno_variable_summaries/phs001802.v1.pht008960.v1.p1.Lymphatic_Anomalies_CAG_Subject_Phenotypes.var_report.xml	This subject phenotypes data table includes affection status, gender, age, and main phenotypic features resulting from lymphatic disease.
phs001802	2019-05-23	1	phs001802.v1.pht008958.v1.p1.Lymphatic_Anomalies_CAG_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001802/phs001802.v1.p1/pheno_variable_summaries/phs001802.v1.pht008958.v1.p1.Lymphatic_Anomalies_CAG_Subject.var_report.xml	This subject consent data table contains subject IDs, consent group information, the source repository where the subjects originate, and subject aliases.
phs001802	2019-05-23	1	phs001802.v1.pht008959.v1.p1.Lymphatic_Anomalies_CAG_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001802/phs001802.v1.p1/pheno_variable_summaries/phs001802.v1.pht008959.v1.p1.Lymphatic_Anomalies_CAG_Sample.var_report.xml	This subject sample mapping data table includes a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs.
phs001802	2019-05-23	1	phs001802.v1.pht008961.v1.p1.Lymphatic_Anomalies_CAG_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001802/phs001802.v1.p1/pheno_variable_summaries/phs001802.v1.pht008961.v1.p1.Lymphatic_Anomalies_CAG_Sample_Attributes.var_report.xml	This sample attributes table includes the sample tumor status, histological type, body site from where the sample was collected, analyte type, and the sequencing center that conducted the sequencing.
phs001432	2019-05-24	1	phs001432.v1.pht006978.v1.p1.Tumor_Heterogeneity_Thoracic_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001432/phs001432.v1.p1/pheno_variable_summaries/phs001432.v1.pht006978.v1.p1.Tumor_Heterogeneity_Thoracic_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, age onset, height, birth place, sex, race, education, weight, KRAS gene mutation, and age.
phs001432	2019-05-24	1	phs001432.v1.pht006976.v1.p1.Tumor_Heterogeneity_Thoracic_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001432/phs001432.v1.p1/pheno_variable_summaries/phs001432.v1.pht006976.v1.p1.Tumor_Heterogeneity_Thoracic_Subject.var_report.xml	The subject consent file includes subject IDs, consent information, subject source, and affection status of the subject for thoracic malignancy cancer.
phs001796	2019-05-24	1	phs001796.v1.pht008834.v1.p1.CTS_Nerve_Repair_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001796/phs001796.v1.p1/pheno_variable_summaries/phs001796.v1.pht008834.v1.p1.CTS_Nerve_Repair_Subject_Phenotypes.var_report.xml	Subject ID, age, gender, Boston Carpal Tunnel questionnaire, electrodiagnostic test, global rating of change scale, intraepidermal nerve fiber density, mean length of sub epidermal nodes, density of Meissner corpuscles, number of nodes evaluated, percentage of elongated nodes, indicator of regenerator, RNA sequencing, and symptom duration of participants with or without carpal tunnel syndrome and involved in the &quot;Correlates of Human Nerve Repair&quot; project.
phs001796	2019-05-24	1	phs001796.v1.pht008835.v1.p1.CTS_Nerve_Repair_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001796/phs001796.v1.p1/pheno_variable_summaries/phs001796.v1.pht008835.v1.p1.CTS_Nerve_Repair_Sample_Attributes.var_report.xml	Sample ID, analyte type, body site where sample was obtained, primary tumor, metastasis, or transformed cell line, gender, histological type of sample, tumor status of sample,  RNA-seq library preparation, quantity of RNA used, sequencing cycles, type of total RNA, sequencing center, sequencing platform, and sequencing protocol of participants with or without carpal tunnel syndrome and involved in the &quot;Correlates of Human Nerve Repair&quot; project.
phs001432	2019-05-24	1	phs001432.v1.pht006979.v1.p1.Tumor_Heterogeneity_Thoracic_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001432/phs001432.v1.p1/pheno_variable_summaries/phs001432.v1.pht006979.v1.p1.Tumor_Heterogeneity_Thoracic_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, body site, analyte type, tumor status, histological type, primary tumor, metastasis, or transformed cell line, tumor location, tumor stage, tumor grade, tumor treatment, and name of the centers which conducted genotyping or sequencing.
phs001432	2019-05-24	1	phs001432.v1.pht006977.v1.p1.Tumor_Heterogeneity_Thoracic_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001432/phs001432.v1.p1/pheno_variable_summaries/phs001432.v1.pht006977.v1.p1.Tumor_Heterogeneity_Thoracic_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample aliases and sample use.
phs001796	2019-05-24	1	phs001796.v1.pht008833.v1.p1.CTS_Nerve_Repair_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001796/phs001796.v1.p1/pheno_variable_summaries/phs001796.v1.pht008833.v1.p1.CTS_Nerve_Repair_Sample.var_report.xml	Subject ID, sample ID, and sample use variable obtained from participants with or without carpal tunnel syndrome and involved in the &quot;Correlates of Human Nerve Repair&quot; project.
phs001796	2019-05-24	1	phs001796.v1.pht008832.v1.p1.CTS_Nerve_Repair_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001796/phs001796.v1.p1/pheno_variable_summaries/phs001796.v1.pht008832.v1.p1.CTS_Nerve_Repair_Subject.var_report.xml	Subject ID, consent group, and affection status of participants with or without carpal tunnel syndrome and involved in the &quot;Correlates of Human Nerve Repair&quot; project.
phs001090	2019-05-28	1	phs001090.v1.pht009051.v1.p1.CIDR_OFC_African_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001090/phs001090.v1.p1/pheno_variable_summaries/phs001090.v1.pht009051.v1.p1.CIDR_OFC_African_Subject.var_report.xml	The subject consent file includes subject IDs, consent information, and subject aliases.
phs001090	2019-05-28	1	phs001090.v1.pht009052.v1.p1.CIDR_OFC_African_Pedigree.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001090/phs001090.v1.p1/pheno_variable_summaries/phs001090.v1.pht009052.v1.p1.CIDR_OFC_African_Pedigree.var_report.xml	The subject pedigree table contains family ID, subject ID, father ID, mother ID, sex, and superfamily ID.
phs001090	2019-05-28	1	phs001090.v1.pht009053.v1.p1.CIDR_OFC_African_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001090/phs001090.v1.p1/pheno_variable_summaries/phs001090.v1.pht009053.v1.p1.CIDR_OFC_African_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample aliases and sample use.
phs001090	2019-05-28	1	phs001090.v1.pht009055.v1.p1.CIDR_OFC_African_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001090/phs001090.v1.p1/pheno_variable_summaries/phs001090.v1.pht009055.v1.p1.CIDR_OFC_African_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, body site, analyte type, and tumor status.
phs001090	2019-05-28	1	phs001090.v1.pht009054.v1.p1.CIDR_OFC_African_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001090/phs001090.v1.p1/pheno_variable_summaries/phs001090.v1.pht009054.v1.p1.CIDR_OFC_African_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, sex, member of a family with a history of craniofacial clefting or not, affection status of the subject for cleft, country, race, ethnicity, and cleft type.
phs001807	2019-06-13	1	phs001807.v1.pht008978.v1.p1.InTEAM_RNAseq_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001807/phs001807.v1.p1/pheno_variable_summaries/phs001807.v1.pht008978.v1.p1.InTEAM_RNAseq_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, case control status of the subject for alcoholic liver disease, age, sex, white cell and platelet counts, aspartate aminotransferase, alanine aminotransferase, alkaline Phosphatase, total bilirubin, international normalized ratio, albumin, creatinine, sodium, model for end-stage liver disease (MELD) score, and albumin-bilirubin-INR-creatinine (ABIC) score.
phs001807	2019-06-13	1	phs001807.v1.pht008979.v1.p1.InTEAM_Meth_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001807/phs001807.v1.p1/pheno_variable_summaries/phs001807.v1.pht008979.v1.p1.InTEAM_Meth_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, case control status of the subject for alcoholic liver disease, age, sex, white cell and platelet counts, aspartate aminotransferase, alanine aminotransferase, alkaline Phosphatase, total bilirubin, international normalized ratio, albumin, creatinine, sodium, model for end-stage liver disease (MELD) score, albumin-bilirubin-INR-creatinine (ABIC) score, child-pugh score, and lille score.
phs001807	2019-06-13	1	phs001807.v1.pht008980.v1.p1.InTEAM_RNAseq_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001807/phs001807.v1.p1/pheno_variable_summaries/phs001807.v1.pht008980.v1.p1.InTEAM_RNAseq_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, body site, analyte type,  tumor status, and name of the center which conducted sequencing.
phs001807	2019-06-13	1	phs001807.v1.pht008977.v1.p1.InTEAM_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001807/phs001807.v1.p1/pheno_variable_summaries/phs001807.v1.pht008977.v1.p1.InTEAM_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. 
phs001807	2019-06-13	1	phs001807.v1.pht008981.v1.p1.InTEAM_Meth_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001807/phs001807.v1.p1/pheno_variable_summaries/phs001807.v1.pht008981.v1.p1.InTEAM_Meth_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, body site, analyte type, tumor status, and name of the center which conducted sequencing.
phs001807	2019-06-13	1	phs001807.v1.pht008976.v1.p1.InTEAM_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001807/phs001807.v1.p1/pheno_variable_summaries/phs001807.v1.pht008976.v1.p1.InTEAM_Subject.var_report.xml	The subject consent file includes subject IDs, consent information, and subject aliases.
phs001420	2019-06-14	1	phs001420.v1.pht009144.v1.p1.GMKF_OFC_Colombian_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001420/phs001420.v1.p1/pheno_variable_summaries/phs001420.v1.pht009144.v1.p1.GMKF_OFC_Colombian_Subject.var_report.xml	Subject ID, subject source, source subject ID, and consent group of participants with or without orofacial cleft birth defects and involved in the &quot;Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families&quot; project.
phs001420	2019-06-14	1	phs001420.v1.pht009145.v1.p1.GMKF_OFC_Colombian_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001420/phs001420.v1.p1/pheno_variable_summaries/phs001420.v1.pht009145.v1.p1.GMKF_OFC_Colombian_Sample.var_report.xml	Subject ID, sample ID, and sample use of participants with or without orofacial cleft birth defects and involved in the &quot;Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families&quot; project.
phs001688	2019-06-19	1	phs001688.v1.pht008592.v1.p1.Psoriasis_Secukinumab_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001688/phs001688.v1.p1/pheno_variable_summaries/phs001688.v1.pht008592.v1.p1.Psoriasis_Secukinumab_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, randomized treatment arm, gender, age, BMI, height, and weight.
phs001688	2019-06-19	1	phs001688.v1.pht008590.v1.p1.Psoriasis_Secukinumab_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001688/phs001688.v1.p1/pheno_variable_summaries/phs001688.v1.pht008590.v1.p1.Psoriasis_Secukinumab_Subject.var_report.xml	The subject consent file includes subject IDs and consent information.
phs001688	2019-06-19	1	phs001688.v1.pht008591.v1.p1.Psoriasis_Secukinumab_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001688/phs001688.v1.p1/pheno_variable_summaries/phs001688.v1.pht008591.v1.p1.Psoriasis_Secukinumab_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample use.
phs001688	2019-06-19	1	phs001688.v1.pht008593.v1.p1.Psoriasis_Secukinumab_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001688/phs001688.v1.p1/pheno_variable_summaries/phs001688.v1.pht008593.v1.p1.Psoriasis_Secukinumab_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, subject IDs, body site, analyte type, histological type, tumor status, visit report number, Psoriasis Area and Severity Index (PASI) score,  change from baseline PASI total score, percentage change from baseline in PASI total score, Global Assessment (IGA) score, change from baseline IGA score, histology score, skin histological disease reversal, skin biopsy type, dermis/lump sum/epidermis cells per mm2 with CD163/CD3/CD11c/CD83, DC lamp cells per mm2, epidermal thickness, and Ki67 cells per mm2. 
phs001611	2019-06-21	1	phs001611.v1.pht009161.v1.p1.Organoid_Profiling_PC_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001611/phs001611.v1.p1/pheno_variable_summaries/phs001611.v1.pht009161.v1.p1.Organoid_Profiling_PC_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, body site where sample was collected, analyte type, histological type, tumor status, and corresponding organoid identifiant.
phs001611	2019-06-21	1	phs001611.v1.pht009159.v1.p1.Organoid_Profiling_PC_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001611/phs001611.v1.p1/pheno_variable_summaries/phs001611.v1.pht009159.v1.p1.Organoid_Profiling_PC_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample use.
phs001611	2019-06-21	1	phs001611.v1.pht009158.v1.p1.Organoid_Profiling_PC_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001611/phs001611.v1.p1/pheno_variable_summaries/phs001611.v1.pht009158.v1.p1.Organoid_Profiling_PC_Subject.var_report.xml	The subject consent file includes subject IDs, consent information, and affection status of the subject for pancreatic cancer from primary tumor or metastasis.
