"dataset_id"	"male"	"female"	"unknown"	"total"	"date_study"	"repository"	"year"	"total_all"	"label"	"c"
"778"	"EGAS00001002714"	0	0	19	19	2017-11-02	"EGA"	"2017"	293	"U"	1
"779"	"EGAS00001002717"	0	0	36	36	2017-11-03	"EGA"	"2017"	293	"U"	1
"780"	"EGAS00001002721"	0	0	24	24	2017-11-06	"EGA"	"2017"	293	"U"	1
"781"	"EGAS00001002727"	0	0	44	44	2017-11-13	"EGA"	"2017"	293	"U"	1
"782"	"EGAS00001002744"	0	0	134	134	2017-11-29	"EGA"	"2017"	293	"U"	1
"783"	"EGAS00001002745"	0	0	284	284	2017-11-30	"EGA"	"2017"	293	"U"	1
"784"	"EGAS00001002753"	0	0	2	2	2017-12-04	"EGA"	"2017"	293	"U"	1
"785"	"EGAS00001002755"	0	0	210	210	2017-12-14	"EGA"	"2017"	293	"U"	1
"786"	"EGAS00001002764"	0	0	212	212	2017-12-16	"EGA"	"2017"	293	"U"	1
"787"	"EGAS00001002783"	0	0	21	21	2018-01-01	"EGA"	"2018"	364	"U"	1
"788"	"EGAS00001002786"	0	0	59	59	2018-01-04	"EGA"	"2018"	364	"U"	1
"789"	"EGAS00001002789"	0	0	158	158	2018-01-09	"EGA"	"2018"	364	"U"	1
"790"	"EGAS00001002796"	0	0	6	6	2018-01-11	"EGA"	"2018"	364	"U"	1
"791"	"EGAS00001002798"	0	0	9	9	2018-01-15	"EGA"	"2018"	364	"U"	1
"792"	"EGAS00001002802"	0	0	15	15	2018-01-16	"EGA"	"2018"	364	"U"	1
"793"	"EGAS00001002811"	0	0	36	36	2018-01-23	"EGA"	"2018"	364	"U"	1
"794"	"EGAS00001002812"	0	0	57	57	2018-01-23	"EGA"	"2018"	364	"U"	1
"795"	"EGAS00001002814"	0	0	520	520	2018-01-24	"EGA"	"2018"	364	"U"	1
"796"	"EGAS00001002840"	0	0	3	3	2018-02-08	"EGA"	"2018"	364	"U"	1
"797"	"EGAS00001002843"	0	0	72	72	2018-02-09	"EGA"	"2018"	364	"U"	1
"798"	"EGAS00001002853"	0	0	14	14	2018-02-16	"EGA"	"2018"	364	"U"	1
"799"	"EGAS00001002863"	0	0	34	34	2018-02-20	"EGA"	"2018"	364	"U"	1
"800"	"EGAS00001002864"	0	0	74	74	2018-02-20	"EGA"	"2018"	364	"U"	1
"801"	"EGAS00001002885"	0	0	42	42	2018-03-02	"EGA"	"2018"	364	"U"	1
"802"	"EGAS00001002896"	0	0	693	693	2018-03-07	"EGA"	"2018"	364	"U"	1
"803"	"EGAS00001002908"	0	0	17	17	2018-03-13	"EGA"	"2018"	364	"U"	1
"804"	"EGAS00001002922"	0	0	1406	1406	2018-03-21	"EGA"	"2018"	364	"U"	1
"805"	"EGAS00001002928"	0	0	589	589	2018-03-23	"EGA"	"2018"	364	"U"	1
"806"	"EGAS00001002929"	0	0	5	5	2018-03-26	"EGA"	"2018"	364	"U"	1
"807"	"EGAS00001002931"	0	0	37	37	2018-03-26	"EGA"	"2018"	364	"U"	1
"808"	"EGAS00001002932"	0	0	76	76	2018-03-26	"EGA"	"2018"	364	"U"	1
"809"	"EGAS00001002945"	0	0	93	93	2018-04-04	"EGA"	"2018"	364	"U"	1
"810"	"EGAS00001002967"	0	0	437	437	2018-04-20	"EGA"	"2018"	364	"U"	1
"811"	"EGAS00001002968"	0	0	1	1	2018-04-20	"EGA"	"2018"	364	"U"	1
"812"	"EGAS00001002991"	0	0	5	5	2018-05-07	"EGA"	"2018"	364	"U"	1
"813"	"EGAS00001002993"	0	0	639	639	2018-05-08	"EGA"	"2018"	364	"U"	1
"814"	"EGAS00001003006"	0	0	5	5	2018-05-17	"EGA"	"2018"	364	"U"	1
"815"	"EGAS00001003010"	0	0	256	256	2018-05-18	"EGA"	"2018"	364	"U"	1
"816"	"EGAS00001003066"	0	0	139	139	2018-06-19	"EGA"	"2018"	364	"U"	1
"817"	"EGAS00001003085"	0	0	15	15	2018-06-28	"EGA"	"2018"	364	"U"	1
"818"	"EGAS00001003094"	0	0	16	16	2018-07-04	"EGA"	"2018"	364	"U"	1
"819"	"EGAS00001003099"	0	0	54	54	2018-07-05	"EGA"	"2018"	364	"U"	1
"820"	"EGAS00001003101"	0	0	129	129	2018-07-06	"EGA"	"2018"	364	"U"	1
"821"	"EGAS00001003105"	0	0	109	109	2018-07-07	"EGA"	"2018"	364	"U"	1
"822"	"EGAS00001003112"	0	0	886	886	2018-07-11	"EGA"	"2018"	364	"U"	1
"823"	"EGAS00001003116"	0	0	28	28	2018-07-16	"EGA"	"2018"	364	"U"	1
"824"	"EGAS00001003117"	0	0	17	17	2018-07-16	"EGA"	"2018"	364	"U"	1
"825"	"EGAS00001003119"	0	0	380	380	2018-07-17	"EGA"	"2018"	364	"U"	1
"826"	"EGAS00001003121"	0	0	30	30	2018-07-18	"EGA"	"2018"	364	"U"	1
"827"	"EGAS00001003127"	0	0	12	12	2018-07-20	"EGA"	"2018"	364	"U"	1
"828"	"EGAS00001003131"	0	0	121	121	2018-07-27	"EGA"	"2018"	364	"U"	1
"829"	"EGAS00001003136"	0	0	18	18	2018-07-31	"EGA"	"2018"	364	"U"	1
"830"	"EGAS00001003137"	0	0	12	12	2018-07-31	"EGA"	"2018"	364	"U"	1
"831"	"EGAS00001003138"	0	0	9	9	2018-07-31	"EGA"	"2018"	364	"U"	1
"832"	"EGAS00001003139"	0	0	9	9	2018-07-31	"EGA"	"2018"	364	"U"	1
"833"	"EGAS00001003140"	0	0	19	19	2018-07-31	"EGA"	"2018"	364	"U"	1
"834"	"EGAS00001003151"	0	0	12	12	2018-08-08	"EGA"	"2018"	364	"U"	1
"835"	"EGAS00001003157"	0	0	2	2	2018-08-10	"EGA"	"2018"	364	"U"	1
"836"	"EGAS00001003159"	0	0	906	906	2018-08-14	"EGA"	"2018"	364	"U"	1
"837"	"EGAS00001003160"	0	0	338	338	2018-08-15	"EGA"	"2018"	364	"U"	1
"838"	"EGAS00001003163"	0	0	77	77	2018-08-16	"EGA"	"2018"	364	"U"	1
"839"	"EGAS00001003167"	0	0	113	113	2018-08-20	"EGA"	"2018"	364	"U"	1
"840"	"EGAS00001003174"	0	0	41	41	2018-08-22	"EGA"	"2018"	364	"U"	1
"841"	"EGAS00001003175"	0	0	595	595	2018-08-23	"EGA"	"2018"	364	"U"	1
"842"	"EGAS00001003185"	0	0	554	554	2018-08-31	"EGA"	"2018"	364	"U"	1
"843"	"EGAS00001003197"	0	0	16	16	2018-09-10	"EGA"	"2018"	364	"U"	1
"844"	"EGAS00001003212"	0	0	2	2	2018-09-14	"EGA"	"2018"	364	"U"	1
"845"	"EGAS00001003225"	0	0	22	22	2018-09-20	"EGA"	"2018"	364	"U"	1
"846"	"EGAS00001003249"	0	0	693	693	2018-10-04	"EGA"	"2018"	364	"U"	1
"847"	"EGAS00001003255"	0	0	13	13	2018-10-09	"EGA"	"2018"	364	"U"	1
"848"	"EGAS00001003256"	0	0	142	142	2018-10-09	"EGA"	"2018"	364	"U"	1
"849"	"EGAS00001003257"	0	0	145	145	2018-10-09	"EGA"	"2018"	364	"U"	1
"850"	"EGAS00001003266"	0	0	1431	1431	2018-10-16	"EGA"	"2018"	364	"U"	1
"851"	"EGAS00001003278"	0	0	1	1	2018-10-22	"EGA"	"2018"	364	"U"	1
"852"	"EGAS00001003305"	0	0	156	156	2018-11-13	"EGA"	"2018"	364	"U"	1
"853"	"EGAS00001003306"	0	0	72	72	2018-11-13	"EGA"	"2018"	364	"U"	1
"854"	"EGAS00001003307"	0	0	72	72	2018-11-13	"EGA"	"2018"	364	"U"	1
"855"	"EGAS00001003316"	0	0	8	8	2018-11-14	"EGA"	"2018"	364	"U"	1
"856"	"EGAS00001003319"	0	0	2	2	2018-11-14	"EGA"	"2018"	364	"U"	1
"857"	"EGAS00001003335"	0	0	478	478	2018-11-21	"EGA"	"2018"	364	"U"	1
"858"	"EGAS00001003358"	0	0	7	7	2018-12-02	"EGA"	"2018"	364	"U"	1
"859"	"EGAS00001003359"	0	0	17	17	2018-12-02	"EGA"	"2018"	364	"U"	1
"860"	"EGAS00001003361"	0	0	195	195	2018-12-03	"EGA"	"2018"	364	"U"	1
"861"	"EGAS00001003363"	0	0	204	204	2018-12-04	"EGA"	"2018"	364	"U"	1
"862"	"EGAS00001003372"	0	0	30657	30657	2018-12-10	"EGA"	"2018"	364	"U"	1
"863"	"EGAS00001003380"	0	0	290	290	2018-12-12	"EGA"	"2018"	364	"U"	1
"864"	"EGAS00001003386"	0	0	30	30	2018-12-12	"EGA"	"2018"	364	"U"	1
"865"	"EGAS00001003399"	0	0	48	48	2018-12-17	"EGA"	"2018"	364	"U"	1
"866"	"EGAS00001003408"	0	0	236	236	2018-12-26	"EGA"	"2018"	364	"U"	1
"867"	"EGAS00001003409"	0	0	118	118	2018-12-26	"EGA"	"2018"	364	"U"	1
"868"	"EGAS00001003425"	0	0	3	3	2019-01-14	"EGA"	"2019"	388	"U"	1
"869"	"EGAS00001003430"	0	0	6	6	2019-01-16	"EGA"	"2019"	388	"U"	1
"870"	"EGAS00001003434"	0	0	35	35	2019-01-21	"EGA"	"2019"	388	"U"	1
"871"	"EGAS00001003437"	0	0	189	189	2019-01-21	"EGA"	"2019"	388	"U"	1
"872"	"EGAS00001003438"	0	0	20	20	2019-01-22	"EGA"	"2019"	388	"U"	1
"873"	"EGAS00001003444"	0	0	47	47	2019-01-24	"EGA"	"2019"	388	"U"	1
"874"	"EGAS00001003445"	0	0	61	61	2019-01-25	"EGA"	"2019"	388	"U"	1
"875"	"EGAS00001003455"	0	0	316	316	2019-01-31	"EGA"	"2019"	388	"U"	1
"876"	"EGAS00001003471"	0	0	47	47	2019-02-13	"EGA"	"2019"	388	"U"	1
"877"	"EGAS00001003490"	0	0	280	280	2019-02-20	"EGA"	"2019"	388	"U"	1
"878"	"EGAS00001003496"	0	0	330	330	2019-02-21	"EGA"	"2019"	388	"U"	1
"879"	"EGAS00001003498"	0	0	53	53	2019-02-22	"EGA"	"2019"	388	"U"	1
"880"	"EGAS00001003506"	0	0	34	34	2019-02-27	"EGA"	"2019"	388	"U"	1
"881"	"EGAS00001003513"	0	0	53	53	2019-03-04	"EGA"	"2019"	388	"U"	1
"882"	"EGAS00001003514"	0	0	40	40	2019-03-05	"EGA"	"2019"	388	"U"	1
"883"	"EGAS00001003520"	0	0	6	6	2019-03-08	"EGA"	"2019"	388	"U"	1
"884"	"EGAS00001003531"	0	0	18	18	2019-03-13	"EGA"	"2019"	388	"U"	1
"885"	"EGAS00001003532"	0	0	51	51	2019-03-13	"EGA"	"2019"	388	"U"	1
"886"	"EGAS00001003538"	0	0	30	30	2019-03-15	"EGA"	"2019"	388	"U"	1
"887"	"EGAS00001003540"	0	0	187	187	2019-03-16	"EGA"	"2019"	388	"U"	1
"888"	"EGAS00001003558"	0	0	14	14	2019-03-26	"EGA"	"2019"	388	"U"	1
"889"	"EGAS00001003560"	0	0	42	42	2019-03-27	"EGA"	"2019"	388	"U"	1
"890"	"EGAS00001003571"	0	0	7	7	2019-04-03	"EGA"	"2019"	388	"U"	1
"891"	"EGAS00001003576"	0	0	50	50	2019-04-04	"EGA"	"2019"	388	"U"	1
"892"	"EGAS00001003594"	0	0	20	20	2019-04-12	"EGA"	"2019"	388	"U"	1
"893"	"EGAS00001003601"	0	0	18	18	2019-04-17	"EGA"	"2019"	388	"U"	1
"894"	"EGAS00001003605"	0	0	59	59	2019-04-18	"EGA"	"2019"	388	"U"	1
"895"	"EGAS00001003616"	0	0	15	15	2019-04-26	"EGA"	"2019"	388	"U"	1
"896"	"EGAS00001003627"	0	0	53	53	2019-04-30	"EGA"	"2019"	388	"U"	1
"897"	"EGAS00001003638"	0	0	54	54	2019-05-03	"EGA"	"2019"	388	"U"	1
"898"	"EGAS00001003648"	0	0	728	728	2019-05-08	"EGA"	"2019"	388	"U"	1
"899"	"EGAS00001003656"	0	0	45	45	2019-05-17	"EGA"	"2019"	388	"U"	1
"900"	"EGAS00001003659"	0	0	38	38	2019-05-20	"EGA"	"2019"	388	"U"	1
"901"	"EGAS00001003663"	0	0	6	6	2019-05-22	"EGA"	"2019"	388	"U"	1
"902"	"EGAS00001003726"	0	0	162	162	2019-06-20	"EGA"	"2019"	388	"U"	1
"903"	"EGAS00001003733"	0	0	10	10	2019-06-26	"EGA"	"2019"	388	"U"	1
"904"	"EGAS00001003734"	0	0	10	10	2019-06-26	"EGA"	"2019"	388	"U"	1
"905"	"EGAS00001003738"	0	0	2	2	2019-06-28	"EGA"	"2019"	388	"U"	1
"906"	"EGAS00001003750"	0	0	90	90	2019-07-05	"EGA"	"2019"	388	"U"	1
"907"	"EGAS00001003756"	0	0	25	25	2019-07-10	"EGA"	"2019"	388	"U"	1
"908"	"EGAS00001003766"	0	0	30	30	2019-07-17	"EGA"	"2019"	388	"U"	1
"909"	"EGAS00001003774"	0	0	312	312	2019-07-25	"EGA"	"2019"	388	"U"	1
"910"	"EGAS00001003775"	0	0	2	2	2019-07-26	"EGA"	"2019"	388	"U"	1
"911"	"EGAS00001003786"	0	0	44	44	2019-08-01	"EGA"	"2019"	388	"U"	1
"912"	"EGAS00001003801"	0	0	827	827	2019-08-09	"EGA"	"2019"	388	"U"	1
"913"	"EGAS00001003802"	0	0	827	827	2019-08-09	"EGA"	"2019"	388	"U"	1
"914"	"EGAS00001003804"	0	0	252	252	2019-08-12	"EGA"	"2019"	388	"U"	1
"915"	"EGAS00001003831"	0	0	59	59	2019-08-27	"EGA"	"2019"	388	"U"	1
"916"	"EGAS00001003843"	0	0	290	290	2019-09-04	"EGA"	"2019"	388	"U"	1
"917"	"EGAS00001003846"	0	0	173	173	2019-09-05	"EGA"	"2019"	388	"U"	1
"918"	"EGAS00001003847"	0	0	54	54	2019-09-06	"EGA"	"2019"	388	"U"	1
"919"	"EGAS00001003875"	0	0	4810	4810	2019-09-18	"EGA"	"2019"	388	"U"	1
"920"	"EGAS00001003931"	0	0	634	634	2019-10-02	"EGA"	"2019"	388	"U"	1
"921"	"EGAS00001003932"	0	0	368	368	2019-10-03	"EGA"	"2019"	388	"U"	1
"922"	"EGAS00001003946"	0	0	8	8	2019-10-08	"EGA"	"2019"	388	"U"	1
"923"	"EGAS00001003952"	0	0	85	85	2019-10-10	"EGA"	"2019"	388	"U"	1
"924"	"EGAS00001003964"	0	0	17	17	2019-10-17	"EGA"	"2019"	388	"U"	1
"925"	"EGAS00001003976"	0	0	48	48	2019-10-23	"EGA"	"2019"	388	"U"	1
"926"	"EGAS00001003979"	0	0	2	2	2019-10-24	"EGA"	"2019"	388	"U"	1
"927"	"EGAS00001003984"	0	0	18	18	2019-10-28	"EGA"	"2019"	388	"U"	1
"928"	"EGAS00001003985"	0	0	18	18	2019-10-28	"EGA"	"2019"	388	"U"	1
"929"	"EGAS00001003988"	0	0	28	28	2019-10-28	"EGA"	"2019"	388	"U"	1
"930"	"EGAS00001003987"	0	0	28	28	2019-10-28	"EGA"	"2019"	388	"U"	1
"931"	"EGAS00001003989"	0	0	125	125	2019-10-28	"EGA"	"2019"	388	"U"	1
"932"	"EGAS00001003996"	0	0	21	21	2019-10-29	"EGA"	"2019"	388	"U"	1
"933"	"EGAS00001004006"	0	0	394	394	2019-11-04	"EGA"	"2019"	388	"U"	1
"934"	"EGAS00001004009"	0	0	24	24	2019-11-05	"EGA"	"2019"	388	"U"	1
"935"	"EGAS00001004016"	0	0	1	1	2019-11-07	"EGA"	"2019"	388	"U"	1
"936"	"EGAS00001004018"	0	0	9	9	2019-11-08	"EGA"	"2019"	388	"U"	1
"937"	"EGAS00001004022"	0	0	117	117	2019-11-09	"EGA"	"2019"	388	"U"	1
"938"	"EGAS00001004027"	0	0	177	177	2019-11-13	"EGA"	"2019"	388	"U"	1
"939"	"EGAS00001004080"	0	0	29	29	2019-12-04	"EGA"	"2019"	388	"U"	1
"940"	"EGAS00001004091"	0	0	74	74	2019-12-05	"EGA"	"2019"	388	"U"	1
"941"	"EGAS00001004090"	0	0	160	160	2019-12-05	"EGA"	"2019"	388	"U"	1
"942"	"EGAS00001004107"	0	0	379	379	2019-12-11	"EGA"	"2019"	388	"U"	1
"943"	"EGAS00001004110"	0	0	12	12	2019-12-12	"EGA"	"2019"	388	"U"	1
"944"	"EGAS00001004113"	0	0	16	16	2019-12-13	"EGA"	"2019"	388	"U"	1
"945"	"EGAS00001004127"	0	0	499	499	2019-12-23	"EGA"	"2019"	388	"U"	1
"946"	"EGAS00001004136"	0	0	10	10	2020-01-07	"EGA"	"2020"	421	"U"	1
"947"	"EGAS00001004152"	0	0	48	48	2020-01-13	"EGA"	"2020"	421	"U"	1
"948"	"EGAS00001004160"	0	0	164	164	2020-01-17	"EGA"	"2020"	421	"U"	1
"949"	"EGAS00001004181"	0	0	40	40	2020-01-22	"EGA"	"2020"	421	"U"	1
"950"	"EGAS00001004189"	0	0	74	74	2020-01-27	"EGA"	"2020"	421	"U"	1
"951"	"EGAS00001004194"	0	0	60	60	2020-01-30	"EGA"	"2020"	421	"U"	1
"952"	"EGAS00001004208"	0	0	31	31	2020-02-06	"EGA"	"2020"	421	"U"	1
"953"	"EGAS00001004216"	0	0	40	40	2020-02-10	"EGA"	"2020"	421	"U"	1
"954"	"EGAS00001004228"	0	0	179	179	2020-02-14	"EGA"	"2020"	421	"U"	1
"955"	"EGAS00001004243"	0	0	74	74	2020-02-19	"EGA"	"2020"	421	"U"	1
"956"	"EGAS00001004275"	0	0	6	6	2020-03-02	"EGA"	"2020"	421	"U"	1
"957"	"EGAS00001004298"	0	0	176	176	2020-03-09	"EGA"	"2020"	421	"U"	1
"958"	"EGAS00001004314"	0	0	71	71	2020-03-19	"EGA"	"2020"	421	"U"	1
"959"	"EGAS00001004316"	0	0	188	188	2020-03-20	"EGA"	"2020"	421	"U"	1
"960"	"EGAS00001004342"	0	0	37	37	2020-04-15	"EGA"	"2020"	421	"U"	1
"961"	"EGAS00001004355"	0	0	213	213	2020-04-20	"EGA"	"2020"	421	"U"	1
"962"	"EGAS00001004364"	0	0	1	1	2020-04-21	"EGA"	"2020"	421	"U"	1
"963"	"EGAS00001004373"	0	0	83	83	2020-04-23	"EGA"	"2020"	421	"U"	1
"964"	"EGAS00001004374"	0	0	16	16	2020-04-23	"EGA"	"2020"	421	"U"	1
"965"	"EGAS00001004375"	0	0	11	11	2020-04-23	"EGA"	"2020"	421	"U"	1
"966"	"EGAS00001004409"	0	0	5	5	2020-05-08	"EGA"	"2020"	421	"U"	1
"967"	"EGAS00001004412"	0	0	1	1	2020-05-09	"EGA"	"2020"	421	"U"	1
"968"	"EGAS00001004415"	0	0	467	467	2020-05-11	"EGA"	"2020"	421	"U"	1
"969"	"EGAS00001004416"	0	0	260	260	2020-05-11	"EGA"	"2020"	421	"U"	1
"970"	"EGAS00001004445"	0	0	1036	1036	2020-05-22	"EGA"	"2020"	421	"U"	1
"971"	"EGAS00001004447"	0	0	170	170	2020-05-22	"EGA"	"2020"	421	"U"	1
"972"	"EGAS00001004454"	0	0	18	18	2020-05-26	"EGA"	"2020"	421	"U"	1
"973"	"EGAS00001004455"	0	0	22	22	2020-05-26	"EGA"	"2020"	421	"U"	1
"974"	"EGAS00001004508"	0	0	19	19	2020-06-25	"EGA"	"2020"	421	"U"	1
"975"	"EGAS00001004512"	0	0	4	4	2020-06-28	"EGA"	"2020"	421	"U"	1
"976"	"EGAS00001004521"	0	0	318	318	2020-07-01	"EGA"	"2020"	421	"U"	1
"977"	"EGAS00001004532"	0	0	148	148	2020-07-06	"EGA"	"2020"	421	"U"	1
"978"	"EGAS00001004533"	0	0	63	63	2020-07-06	"EGA"	"2020"	421	"U"	1
"979"	"EGAS00001004538"	0	0	19	19	2020-07-07	"EGA"	"2020"	421	"U"	1
"980"	"EGAS00001004562"	0	0	64	64	2020-07-21	"EGA"	"2020"	421	"U"	1
"981"	"EGAS00001004612"	0	0	25	25	2020-08-14	"EGA"	"2020"	421	"U"	1
"982"	"EGAS00001004619"	0	0	187	187	2020-08-19	"EGA"	"2020"	421	"U"	1
"983"	"EGAS00001004642"	0	0	42	42	2020-08-27	"EGA"	"2020"	421	"U"	1
"984"	"EGAS00001004669"	0	0	10	10	2020-09-15	"EGA"	"2020"	421	"U"	1
"985"	"EGAS00001004671"	0	0	12	12	2020-09-17	"EGA"	"2020"	421	"U"	1
"986"	"EGAS00001004674"	0	0	616	616	2020-09-17	"EGA"	"2020"	421	"U"	1
"987"	"EGAS00001004696"	0	0	36	36	2020-09-27	"EGA"	"2020"	421	"U"	1
"988"	"EGAS00001004700"	0	0	44	44	2020-10-02	"EGA"	"2020"	421	"U"	1
"989"	"EGAS00001004701"	0	0	576	576	2020-10-02	"EGA"	"2020"	421	"U"	1
"990"	"EGAS00001004704"	0	0	303	303	2020-10-06	"EGA"	"2020"	421	"U"	1
"991"	"EGAS00001004707"	0	0	14	14	2020-10-07	"EGA"	"2020"	421	"U"	1
"992"	"EGAS00001004727"	0	0	7	7	2020-10-14	"EGA"	"2020"	421	"U"	1
"993"	"EGAS00001004729"	0	0	572	572	2020-10-15	"EGA"	"2020"	421	"U"	1
"994"	"EGAS00001004733"	0	0	124	124	2020-10-16	"EGA"	"2020"	421	"U"	1
"995"	"EGAS00001004741"	0	0	62	62	2020-10-16	"EGA"	"2020"	421	"U"	1
"996"	"EGAS00001004742"	0	0	62	62	2020-10-16	"EGA"	"2020"	421	"U"	1
"997"	"EGAS00001004740"	0	0	62	62	2020-10-16	"EGA"	"2020"	421	"U"	1
"998"	"EGAS00001004744"	0	0	62	62	2020-10-16	"EGA"	"2020"	421	"U"	1
"999"	"EGAS00001004745"	0	0	62	62	2020-10-16	"EGA"	"2020"	421	"U"	1
"1000"	"EGAS00001004743"	0	0	62	62	2020-10-16	"EGA"	"2020"	421	"U"	1
"1001"	"EGAS00001004752"	0	0	1112	1112	2020-10-19	"EGA"	"2020"	421	"U"	1
"1002"	"EGAS00001004760"	0	0	2328	2328	2020-10-22	"EGA"	"2020"	421	"U"	1
"1003"	"EGAS00001004764"	0	0	16	16	2020-10-23	"EGA"	"2020"	421	"U"	1
"1004"	"EGAS00001004780"	0	0	91	91	2020-11-02	"EGA"	"2020"	421	"U"	1
"1005"	"EGAS00001004788"	0	0	152	152	2020-11-09	"EGA"	"2020"	421	"U"	1
"1006"	"EGAS00001004795"	0	0	103	103	2020-11-12	"EGA"	"2020"	421	"U"	1
"1007"	"EGAS00001004794"	0	0	103	103	2020-11-12	"EGA"	"2020"	421	"U"	1
"1008"	"EGAS00001004797"	0	0	21	21	2020-11-12	"EGA"	"2020"	421	"U"	1
"1009"	"EGAS00001004798"	0	0	11	11	2020-11-12	"EGA"	"2020"	421	"U"	1
"1010"	"EGAS00001004816"	0	0	151	151	2020-11-16	"EGA"	"2020"	421	"U"	1
"1011"	"EGAS00001004825"	0	0	12	12	2020-11-20	"EGA"	"2020"	421	"U"	1
"1012"	"EGAS00001004826"	0	0	6368	6368	2020-11-20	"EGA"	"2020"	421	"U"	1
"1013"	"EGAS00001004832"	0	0	313	313	2020-11-24	"EGA"	"2020"	421	"U"	1
"1014"	"EGAS00001004833"	0	0	258	258	2020-11-24	"EGA"	"2020"	421	"U"	1
"1015"	"EGAS00001004835"	0	0	7	7	2020-11-24	"EGA"	"2020"	421	"U"	1
"1016"	"EGAS00001004844"	0	0	2383	2383	2020-11-27	"EGA"	"2020"	421	"U"	1
"1017"	"EGAS00001004850"	0	0	228	228	2020-11-30	"EGA"	"2020"	421	"U"	1
"1018"	"EGAS00001004864"	0	0	1	1	2020-12-02	"EGA"	"2020"	421	"U"	1
"1019"	"EGAS00001004877"	0	0	23	23	2020-12-07	"EGA"	"2020"	421	"U"	1
"1020"	"EGAS00001004888"	0	0	813	813	2020-12-10	"EGA"	"2020"	421	"U"	1
"1021"	"EGAS00001004897"	0	0	7	7	2020-12-13	"EGA"	"2020"	421	"U"	1
"1022"	"EGAS00001004912"	0	0	23	23	2020-12-17	"EGA"	"2020"	421	"U"	1
"1023"	"EGAS00001004918"	0	0	100	100	2020-12-18	"EGA"	"2020"	421	"U"	1
"1024"	"EGAS00001004931"	0	0	100	100	2020-12-28	"EGA"	"2020"	421	"U"	1
"1025"	"EGAS00001004934"	0	0	228	228	2021-01-04	"EGA"	"2021"	317	"U"	1
"1026"	"EGAS00001004970"	0	0	89	89	2021-01-18	"EGA"	"2021"	317	"U"	1
"1027"	"EGAS00001004971"	0	0	89	89	2021-01-18	"EGA"	"2021"	317	"U"	1
"1028"	"EGAS00001004967"	0	0	89	89	2021-01-18	"EGA"	"2021"	317	"U"	1
"1029"	"EGAS00001004969"	0	0	89	89	2021-01-18	"EGA"	"2021"	317	"U"	1
"1030"	"EGAS00001004968"	0	0	89	89	2021-01-18	"EGA"	"2021"	317	"U"	1
"1031"	"EGAS00001004973"	0	0	24	24	2021-01-19	"EGA"	"2021"	317	"U"	1
"1032"	"EGAS00001004979"	0	0	205	205	2021-01-21	"EGA"	"2021"	317	"U"	1
"1033"	"EGAS00001004988"	0	0	12	12	2021-01-24	"EGA"	"2021"	317	"U"	1
"1034"	"EGAS00001005020"	0	0	12667	12667	2021-02-02	"EGA"	"2021"	317	"U"	1
"1035"	"EGAS00001005038"	0	0	7231	7231	2021-02-11	"EGA"	"2021"	317	"U"	1
"1036"	"EGAS00001005039"	0	0	15	15	2021-02-11	"EGA"	"2021"	317	"U"	1
"1037"	"EGAS00001005054"	0	0	419	419	2021-02-15	"EGA"	"2021"	317	"U"	1
"1038"	"EGAS00001005057"	0	0	22	22	2021-02-17	"EGA"	"2021"	317	"U"	1
"1039"	"EGAS00001005081"	0	0	143	143	2021-03-01	"EGA"	"2021"	317	"U"	1
"1040"	"EGAS00001005083"	0	0	1094	1094	2021-03-01	"EGA"	"2021"	317	"U"	1
"1041"	"EGAS00001005085"	0	0	59	59	2021-03-02	"EGA"	"2021"	317	"U"	1
"1042"	"EGAS00001005093"	0	0	198	198	2021-03-04	"EGA"	"2021"	317	"U"	1
"1043"	"EGAS00001005102"	0	0	3	3	2021-03-08	"EGA"	"2021"	317	"U"	1
"1044"	"EGAS00001005110"	0	0	1	1	2021-03-10	"EGA"	"2021"	317	"U"	1
"1045"	"EGAS00001005151"	0	0	4	4	2021-03-25	"EGA"	"2021"	317	"U"	1
"1046"	"EGAS00001005159"	0	0	56	56	2021-03-28	"EGA"	"2021"	317	"U"	1
"1047"	"EGAS00001005160"	0	0	64	64	2021-03-28	"EGA"	"2021"	317	"U"	1
"1048"	"EGAS00001005161"	0	0	52	52	2021-03-28	"EGA"	"2021"	317	"U"	1
"1049"	"EGAS00001005171"	0	0	1243	1243	2021-03-30	"EGA"	"2021"	317	"U"	1
"1050"	"EGAS00001005174"	0	0	2	2	2021-04-01	"EGA"	"2021"	317	"U"	1
"1051"	"EGAS00001005224"	0	0	5	5	2021-04-16	"EGA"	"2021"	317	"U"	1
"1052"	"EGAS00001005230"	0	0	661	661	2021-04-22	"EGA"	"2021"	317	"U"	1
"1053"	"EGAS00001005248"	0	0	182	182	2021-04-27	"EGA"	"2021"	317	"U"	1
"1054"	"EGAS00001005255"	0	0	43	43	2021-05-03	"EGA"	"2021"	317	"U"	1
"1055"	"EGAS00001005256"	0	0	3	3	2021-05-03	"EGA"	"2021"	317	"U"	1
"1056"	"EGAS00001005268"	0	0	142	142	2021-05-05	"EGA"	"2021"	317	"U"	1
"1057"	"EGAS00001005286"	0	0	19	19	2021-05-11	"EGA"	"2021"	317	"U"	1
"1058"	"EGAS00001005319"	0	0	491	491	2021-05-20	"EGA"	"2021"	317	"U"	1
"1059"	"EGAS00001005325"	0	0	19	19	2021-05-26	"EGA"	"2021"	317	"U"	1
