,dbgap_stable_id,male,female,unkown,total,repository,not_avai
2831,./data/phs001065.v1.pht005398.v1.p1.autopsy.var_report.xml,2,1,3,3,dbgap,NA
2832,./data/phs001616.v2.pht010143.v1.p2.eMERGEseq_Case_Control.var_report.xml,11472,13446,23,24943,dbgap,NA
2833,./data/phs001470.v1.pht008167.v1.p1.CIDR_SWAN_Phenotypes_Baseline.var_report.xml,NA,1463,495,1463,dbgap,NA
2834,./data/phs001488.v1.pht007409.v1.p1.mhxgen.var_report.xml,260,293,12852,18334,dbgap,NA
2835,./data/phs001307.v1.pht011047.v1.p1.TGCT_UPenn_Sample.var_report.xml,1397,NA,0,1400,dbgap,NA
2836,./data/phs000488.v2.pht002909.v2.p1.LUAD_CIP_Subject.var_report.xml,NA,NA,0,208,dbgap,NA
2837,./data/phs001080.v1.pht005372.v1.p1.Hereditary_Spastic_Paraplegia_Subject_Phenotypes.var_report.xml,62,41,0,103,dbgap,NA
2838,./data/phs001491.v2.pht007255.v2.p1.CIDR_Tooth_Disorders_Sample_Attributes.var_report.xml,134,171,0,305,dbgap,NA
2839,./data/phs000578.v1.pht007014.v1.p1.physical_exam.var_report.xml,49,44,198,198,dbgap,NA
2840,./data/phs001003.v2.pht010322.v2.p1.Solid_Tumor_Subject.var_report.xml,56,89,0,145,dbgap,NA
2841,./data/phs001403.v1.pht006843.v1.p1.NF1_PN_Subject_Phenotypes.var_report.xml,7,14,0,21,dbgap,NA
2842,./data/phs000625.v1.pht003852.v1.p1.Cleft_Lip_Palate_Pedigree.var_report.xml,3361,2762,6057,6123,dbgap,NA
2843,./data/phs000549.v1.pht002992.v1.p1.AML_Clonal_Evolution_Subject_Phenotypes.var_report.xml,1,5,0,6,dbgap,NA
2844,./data/phs000202.v1.pht000880.v1.p1.OMRF_SLEGEN_Sample.var_report_2010_01_06.xml,NA,297,0,297,dbgap,NA
2845,./data/phs001963.v1.pht009829.v1.p1.DEMENTIA_SEQ_Sample_Attributes.var_report.xml,3885,2953,0,6907,dbgap,NA
2846,./data/phs000592.v1.pht006596.v1.p1.pastmedicalhistory.var_report.xml,178,144,327,327,dbgap,NA
2847,./data/phs000287.v7.pht005388.v1.p1.nsrr_chs_id_link2.var_report.xml,512,689,0,1201,dbgap,NA
2848,./data/phs001817.v1.pht009134.v1.p1.GeneScreen_Sample.var_report.xml,85,177,0,262,dbgap,NA
2849,./data/phs001189.v4.pht005980.v2.p1.TOPMed_WGS_CCAF_Sample_Attributes.var_report.xml,293,70,0,364,dbgap,NA
2850,./data/phs000362.v1.pht003230.v1.p1.ESP_FamilialAtrialFibrillation_Subject_Phenotypes.var_report.xml,10,2,0,12,dbgap,NA
2851,./data/phs000944.v1.pht005288.v1.p1.eMERGE_PhaseIII_Partners_Biobank_Pedigree.var_report.xml,1,3,2,4,dbgap,NA
2852,./data/phs000280.v7.pht004154.v2.p1.RHXCOD05.var_report.xml,NA,2789,2781,2789,dbgap,NA
2853,./data/phs000128.v3.pht000468.v2.p3.simphen069.var_report.xml,2943,3500,0,6443,dbgap,NA
2854,./data/phs002015.v1.pht010389.v1.p1.AREDS2_OPR_RE.var_report.xml,233,338,575,575,dbgap,NA
2855,./data/phs001323.v2.pht010115.v2.p1.MMGS_Sample.var_report.xml,377,284,0,663,dbgap,NA
2856,./data/phs000280.v7.pht004232.v2.p1.V2ECG.var_report.xml,6013,7179,13198,13198,dbgap,NA
2857,./data/phs002015.v1.pht010372.v1.p1.AREDS2_CTI.var_report.xml,1351,1909,7003,7491,dbgap,NA
2858,./data/phs000574.v1.pht005872.v1.p1.motorbehavioralassessment.var_report.xml,41,939,4074,4075,dbgap,NA
2859,./data/phs002419.v1.pht011263.v1.p1.BC_Sample.var_report.xml,NA,58,0,159,dbgap,NA
2860,./data/phs001317.v1.pht008041.v1.p1.eligibilityform.var_report.xml,25,34,105,162,dbgap,NA
2861,./data/phs000577.v1.pht007282.v1.p1.p5101_16897_familyhis.var_report.xml,142,295,1,437,dbgap,NA
2862,./data/phs001426.v1.pht006914.v1.p1.T1DGC_RNASeq_Subject.var_report.xml,125,121,164,246,dbgap,NA
2863,./data/phs001698.v1.pht009602.v1.p1.BPH_Sample.var_report.xml,66,NA,0,129,dbgap,NA
2864,./data/phs000007.v32.pht004804.v3.p13.l_insulin_ex01_72_0937s.var_report.xml,175,227,0,402,dbgap,NA
2865,./data/phs000742.v1.pht008116.v1.p1.7_9_Diagnostic_Interview_New_Small_Sz.var_report.xml,791,1047,592,2626,dbgap,NA
2866,./data/phs000285.v3.pht001873.v1.p2.Z33B06.var_report.xml,1,6,16,16,dbgap,NA
2867,./data/phs001460.v1.pht006910.v1.p1.Recurrent_Glioblastoma_Subject.var_report.xml,12,4,0,16,dbgap,NA
2868,./data/phs000946.v5.pht004973.v3.p1.TOPMed_WGS_Boston_EO_COPD_Sample.var_report.xml,21,53,0,74,dbgap,NA
2869,./data/phs000720.v4.pht003881.v2.p1.Pediatric_Rhabdomyosarcoma_Sample_Attributes.var_report.xml,509,294,0,953,dbgap,NA
2870,./data/phs001289.v1.pht007787.v1.p1.baseline_interimmedicalhistory.var_report.xml,16,13,55,55,dbgap,NA
2871,./data/phs000086.v3.pht000335.v1.p1.EDIC_f0503.var_report.xml,705,640,2686,2725,dbgap,NA
2872,./data/phs002310.v1.pht011207.v1.p1.InC3_Subject_Phenotypes.var_report.xml,1328,559,0,1887,dbgap,NA
2873,./data/phs002484.v1.pht011401.v1.p1.Aging_Lungs_GEO.var_report.xml,NA,NA,0,86,dbgap,NA
2874,./data/phs000885.v1.pht004606.v1.p1.HCC_CAGE_Profiling_ncRNAs_Sample_Attributes.var_report.xml,42,8,0,105,dbgap,NA
2875,./data/phs000442.v1.pht002488.v1.p1.Resistant_Hypertension_AA_Sample.var_report.xml,53,38,0,91,dbgap,NA
2876,./data/phs000235.v17.pht001132.v16.p4.CGCI_Subject.var_report.xml,113,144,0,692,dbgap,NA
2877,./data/phs002234.v1.pht010514.v1.p1.Xq28_Deletion_HH_Pedigree.var_report.xml,3,1,0,4,dbgap,NA
2878,./data/phs000979.v3.pht005194.v3.p2.HBCC_Postmortem_Psychiatric_Sample.var_report.xml,607,363,0,3788,dbgap,NA
2879,./data/phs000280.v7.pht004131.v2.p1.MSRC04.var_report.xml,5446,6661,12036,12107,dbgap,NA
2880,./data/phs000313.v4.pht002066.v4.p2.SardiNIA_Sample.var_report.xml,845,1232,0,2077,dbgap,NA
2881,./data/phs000605.v1.pht007636.v1.p1.initial_physical_exam_form.var_report.xml,NA,101,585,585,dbgap,NA
2882,./data/phs000589.v1.pht009200.v1.p1.unscheduled_visit_form.var_report.xml,NA,7,0,7,dbgap,NA
2883,./data/phs001687.v1.pht008358.v1.p1.WABCS_Sample.var_report.xml,NA,294,0,722,dbgap,NA
2884,./data/phs000360.v3.pht003256.v2.p1.MergedSet_Sample_Attributes.var_report.xml,8474,10189,0,18663,dbgap,NA
2885,./data/phs000007.v32.pht000023.v4.p13.ex0_21s.var_report.xml,430,780,385,1210,dbgap,NA
2886,./data/phs000007.v32.pht000687.v7.p13.fibringam1_7s.var_report.xml,1519,1750,0,3269,dbgap,NA
2887,./data/phs001791.v1.pht008853.v1.p1.Brain_Cell_Types_Sample.var_report.xml,2,NA,0,2472,dbgap,NA
2888,./data/phs001585.v1.pht008829.v1.p1.FALS_Sample.var_report.xml,255,179,0,467,dbgap,NA
2889,./data/phs001591.v1.pht009695.v1.p1.CIDR_COHRA_Sample_Attributes.var_report.xml,1784,3322,0,5253,dbgap,NA
2890,./data/phs000287.v7.pht001449.v1.p1.ADDITIONAL_BIOMARKERS.var_report.xml,2375,3156,5068,5531,dbgap,NA
2891,./data/phs000697.v1.pht007693.v1.p1.physicalexam.var_report.xml,28,6,53,53,dbgap,NA
2892,./data/phs000888.v1.pht005567.v1.p1.16aGERD_hx_visits_B.var_report.xml,2355,3174,0,412699,dbgap,NA
2893,./data/phs000825.v1.pht004350.v1.p1.HUES64_HUES63_Sequencing_Subject.var_report.xml,NA,NA,0,2,dbgap,NA
2894,./data/phs001278.v1.pht006268.v1.p1.disorder_specific_info_pct.var_report.xml,25,24,49,49,dbgap,NA
2895,./data/phs000007.v32.pht003905.v6.p13.vr_mrbdates_2019_a_1228s.var_report.xml,2552,3010,0,10749,dbgap,NA
2896,./data/phs000128.v3.pht000459.v2.p3.simphen060.var_report.xml,2943,3500,0,6443,dbgap,NA
2897,./data/phs000748.v7.pht003889.v7.p4.MMRF_Sample.var_report.xml,606,400,0,5118,dbgap,NA
2898,./data/phs000128.v3.pht000557.v2.p3.simphen158.var_report.xml,2943,3500,0,6443,dbgap,NA
2899,./data/phs001405.v1.pht007234.v1.p1.GSK1120212_TNBC_Kinome_GEO.var_report.xml,NA,NA,0,28,dbgap,NA
2900,./data/phs000888.v1.pht004677.v1.p1.eMERGE_Imputed_Sample.var_report.xml,25246,29783,0,55029,dbgap,NA
2901,./data/phs000993.v5.pht005013.v2.p2.TOPMed_WGS_HVH_Subject.var_report.xml,464,245,0,709,dbgap,NA
2902,./data/phs000280.v7.pht004238.v2.p1.VITA03.var_report.xml,5438,6644,11991,12082,dbgap,NA
2903,./data/phs001575.v2.pht009605.v1.p1.LDN_6716_MRI_DS2.var_report.xml,12,25,0,48,dbgap,NA
2904,./data/phs000911.v1.pht004977.v1.p1.T1DGC_ImmunoChip_Sample.var_report.xml,8608,8852,0,17460,dbgap,NA
2905,./data/phs002052.v1.pht010319.v1.p1.mtDNA_Deletion_POLG_Sample.var_report.xml,20,20,0,41,dbgap,NA
2906,./data/phs001464.v1.pht006969.v1.p1.HLA_Class_I_Antigen_Lung_Cancer_Subject.var_report.xml,9,5,0,14,dbgap,NA
2907,./data/phs001291.v1.pht007329.v1.p1.Neoadjuvant_Trastuzumab_BC_Subject_Phenotypes.var_report.xml,NA,42,0,42,dbgap,NA
2908,./data/phs000571.v3.pht003183.v3.p2.GeneticTesting.var_report.xml,447,337,539,784,dbgap,NA
2909,./data/phs001465.v1.pht006956.v1.p1.Localized_Prostate_Cancer_Subject.var_report.xml,10,NA,0,10,dbgap,NA
2910,./data/phs001550.v2.pht007505.v2.p1.Melanocytic_Neoplasms_Sample.var_report.xml,40,35,0,348,dbgap,NA
2911,./data/phs000200.v9.pht002119.v2.p3.f33_rel2.var_report.xml,NA,54736,644641,798224,dbgap,NA
2912,./data/phs000260.v4.pht001258.v4.p2.HMP_Foregut_Esophageal_Adenocarcinoma_Subject_Phenotypes.var_report.xml,92,18,0,110,dbgap,NA
2913,./data/phs000888.v1.pht005556.v1.p1.05aAsthma_hx_asthma_allergy.var_report.xml,1318,1738,34,63354,dbgap,NA
2914,./data/phs001055.v1.pht005912.v1.p1.DeNovo_Mutation_Rates_Pedigree.var_report.xml,1200,1197,2367,2397,dbgap,NA
2915,./data/phs001894.v1.pht009524.v1.p1.CCDG_HMCA_Subject_Phenotypes.var_report.xml,419,305,705,724,dbgap,NA
2916,./data/phs000750.v1.pht003935.v1.p1.GOAL_Sample.var_report.xml,112,138,0,250,dbgap,NA
2917,./data/phs000410.v1.pht002451.v1.p1.Colorectal_Cancer_Sample_Attributes.var_report.xml,30,135,0,174,dbgap,NA
2918,./data/phs000949.v1.pht005223.v1.p1.CIDR_Facial_Variation_Pedigree.var_report.xml,14,14,0,28,dbgap,NA
2919,./data/phs000714.v1.pht003751.v1.p1.Spontaneous_Preterm_Birth_Sample.var_report.xml,NA,NA,0,2852,dbgap,NA
2920,./data/phs001559.v1.pht007664.v1.p1.Oxycodone_Abuse_Sample_Attributes.var_report.xml,155,28,0,183,dbgap,NA
2921,./data/phs002015.v1.pht010387.v1.p1.AREDS2_OPP.var_report.xml,161,127,330,349,dbgap,NA
2922,./data/phs000280.v7.pht006453.v1.p1.MSR.var_report.xml,2376,3194,5572,5576,dbgap,NA
2923,./data/phs000753.v1.pht003874.v1.p1.Lung_Cancer_High_Density_SNP_Subject.var_report.xml,1302,988,0,2290,dbgap,NA
2924,./data/phs001712.v1.pht008671.v1.p1.VCRC_5510_Subject.var_report.xml,61,91,0,152,dbgap,NA
2925,./data/phs000782.v1.pht003993.v1.p1.MedImmune_RHCCS_Sample_Attributes.var_report.xml,15,1,0,46,dbgap,NA
2926,./data/phs000978.v1.pht004941.v1.p1.Malignant_GCT_Pazopanib_Subject.var_report.xml,NA,NA,0,1,dbgap,NA
2927,./data/phs001343.v1.pht006346.v1.p1.hESCs_Subject.var_report.xml,NA,NA,0,125,dbgap,NA
2928,./data/phs000007.v32.pht000606.v5.p13.t_mrcdefat_2005_1b_0906s.var_report.xml,894,1020,1812,1914,dbgap,NA
2929,./data/phs000094.v1.pht001137.v1.p1.Oral_Clefts_Pedigree.var_report_2010_04_12.xml,3988,3491,0,7479,dbgap,NA
2930,./data/phs000787.v1.pht004259.v1.p1.Immunosenescence_Subject_Phenotypes.var_report.xml,6,3,0,9,dbgap,NA
2931,./data/phs000007.v32.pht000099.v8.p13.act1_6s.var_report.xml,1555,1761,572,3316,dbgap,NA
2932,./data/phs001925.v1.pht010571.v1.p1.MSI_H_Cancers_Sample_Attributes.var_report.xml,2,4,16,38,dbgap,NA
2933,./data/phs000128.v3.pht000442.v2.p3.simphen043.var_report.xml,2943,3500,0,6443,dbgap,NA
2934,./data/phs001815.v1.pht009010.v1.p1.MHGRID_Sample.var_report.xml,573,1064,0,1637,dbgap,NA
2935,./data/phs000280.v7.pht006457.v1.p1.NHX.var_report.xml,1125,1408,2535,2537,dbgap,NA
2936,./data/phs001235.v1.pht008446.v1.p1.MDA5_Deficiency_Pedigree.var_report.xml,2,3,0,5,dbgap,NA
2937,./data/phs001488.v1.pht007393.v1.p1.ekg.var_report.xml,260,293,5155,5156,dbgap,NA
2938,./data/phs000479.v1.pht002663.v1.p1.SCID_Exome_Subject.var_report.xml,2,1,0,3,dbgap,NA
2939,./data/phs000200.v9.pht000988.v3.p3.ecg_rel1.var_report.xml,NA,25855,2808,72754,dbgap,NA
2940,./data/phs001850.v1.pht009238.v1.p1.Subtype_SLE_Sample_Attributes.var_report.xml,32,267,0,310,dbgap,NA
2941,./data/phs000200.v9.pht002770.v2.p3.outc_self_ct_os_rel3.var_report.xml,NA,56810,56555,56811,dbgap,NA
2942,./data/phs001736.v1.pht009328.v1.p1.RCC_European_Sample.var_report.xml,1504,881,0,2385,dbgap,NA
2943,./data/phs001218.v3.pht005958.v1.p1.TOPMed_WGS_GeneSTAR_Pedigree.var_report.xml,1581,1628,3205,3209,dbgap,NA
2944,./data/phs002364.v1.pht011041.v1.p1.HIV_cART_Sample.var_report.xml,2,1,0,3,dbgap,NA
2945,./data/phs000590.v1.pht008283.v1.p1.registration.var_report.xml,33,36,2,120,dbgap,NA
2946,./data/phs002436.v1.pht011375.v1.p1.TIL_Infusion_Subject.var_report.xml,7,6,0,13,dbgap,NA
2947,./data/phs001383.v1.pht010794.v1.p1.Moebius_Syndrome_Sample_Attributes.var_report.xml,NA,NA,0,267,dbgap,NA
2948,./data/phs001228.v1.pht008134.v1.p1.GMKF_EWS_Sample.var_report.xml,571,541,0,1112,dbgap,NA
2949,./data/phs002059.v1.pht010427.v1.p1.CIDR_CHD_Sample_Attributes.var_report.xml,925,887,0,1860,dbgap,NA
2950,./data/phs000868.v1.pht004589.v1.p1.Pediatric_Neuroblastoma_Subject_Phenotypes.var_report.xml,NA,NA,0,29,dbgap,NA
2951,./data/phs001105.v1.pht006837.v1.p1.Aggressive_Prostate_Tumors_Sample.var_report.xml,10,NA,0,20,dbgap,NA
2952,./data/phs002287.v1.pht010714.v1.p1.ER_Positive_BC_Sample_Attributes.var_report.xml,NA,NA,0,72,dbgap,NA
2953,./data/phs000494.v1.pht002799.v1.p1.eMERGE_Pediatric_CCHMC_Pedigree.var_report.xml,2543,2019,4551,4562,dbgap,NA
2954,./data/phs000404.v1.pht002367.v1.p1.GENEVA_Smoking_Cessation_Sample.var_report.xml,1442,2010,3491,3564,dbgap,NA
2955,./data/phs001275.v1.pht006540.v1.p1.Cryptorchid_Testes_Subject.var_report.xml,70,NA,0,70,dbgap,NA
2956,./data/phs001096.v1.pht005606.v1.p1.T2D_GENES_KARE_East_Asian_Subject.var_report.xml,519,568,0,1087,dbgap,NA
2957,./data/phs001288.v1.pht006762.v1.p1.CLiC_6001_Subject.var_report.xml,64,43,0,264,dbgap,NA
2958,./data/phs000181.v1.pht000794.v1.p1.OZALC_Pedigree.var_report_2009_12_11.xml,5275,5386,10487,10661,dbgap,NA
2959,./data/phs001392.v1.pht006906.v1.p1.rd_8444_1qualityoflif.var_report.xml,1,NA,1,1,dbgap,NA
2960,./data/phs000286.v6.pht008749.v1.p2.ftra.var_report.xml,1290,2155,0,3867,dbgap,NA
2961,./data/phs001198.v1.pht007862.v1.p1.Methamphetamine_Abstinence_Subject.var_report.xml,59,50,2,109,dbgap,NA
2962,./data/phs000514.v1.pht002839.v1.p1.Familial_Coronary_Artery_Disease_Subject_Phenotypes.var_report.xml,15,4,0,19,dbgap,NA
2963,./data/phs001572.v1.pht007839.v1.p1.PD_1_Immunotherapy_Subject.var_report.xml,195,117,0,312,dbgap,NA
2964,./data/phs001279.v1.pht007213.v1.p1.medical_history.var_report.xml,15,23,38,38,dbgap,NA
2965,./data/phs001587.v1.pht007885.v1.p1.Prostate_Cancer_Organoids_GEO.var_report.xml,NA,NA,0,20,dbgap,NA
2966,./data/phs000285.v3.pht001828.v2.p2.F1F56.var_report.xml,876,990,3,3289,dbgap,NA
2967,./data/phs001194.v3.pht005825.v2.p2.MutationResults.var_report.xml,110,107,37,217,dbgap,NA
2968,./data/phs001326.v1.pht007811.v1.p1.pidtc_19175_day100gen.var_report.xml,17,NA,117,117,dbgap,NA
2969,./data/phs001168.v2.pht007581.v2.p2.GMKF_OFC_Sample_Attributes.var_report.xml,720,591,0,1311,dbgap,NA
2970,./data/phs001418.v1.pht007238.v1.p1.CD_Sample_Attributes.var_report.xml,13,20,0,33,dbgap,NA
2971,./data/phs000509.v1.pht004314.v1.p1.Hepatocellular_Carcinoma_Sequencing_Subject_Phenotypes.var_report.xml,60,28,0,100,dbgap,NA
2972,./data/phs000694.v3.pht003757.v3.p2.Clinical_Cancer_Sequencing_Sample_Attributes.var_report.xml,NA,NA,0,39,dbgap,NA
2973,./data/phs001032.v6.pht005098.v2.p2.TOPMed_WGS_VUH_AF_Subject.var_report.xml,826,308,1132,1134,dbgap,NA
2974,./data/phs001330.v2.pht007533.v2.p1.conclusionofstudyparticipation.var_report.xml,25,15,40,40,dbgap,NA
2975,./data/phs000641.v1.pht003475.v1.p1.Combined_Immunodeficiency_Multiple_Intestinal_Atresias_Pedigree.var_report.xml,10,5,0,15,dbgap,NA
2976,./data/phs001544.v2.pht009898.v1.p1.TOPMed_CCDG_MPP_Subject_Phenotypes.var_report.xml,114,7,0,121,dbgap,NA
2977,./data/phs000286.v6.pht008746.v1.p2.ecga_adj.var_report.xml,1291,2159,3871,3871,dbgap,NA
2978,./data/phs001836.v1.pht009219.v1.p1.Neocortical_Development_Subject_Phenotypes.var_report.xml,1,3,0,4,dbgap,NA
2979,./data/phs000664.v1.pht003542.v1.p1.Genomic_Variations_Multi_Ethnic_Malaysia_Subject.var_report.xml,17,17,0,34,dbgap,NA
2980,./data/phs000389.v1.pht002379.v1.p1.GoKinD_GENIE_Phenotype.var_report.xml,910,891,0,1801,dbgap,NA
2981,./data/phs000285.v3.pht001708.v2.p2.D1F03.var_report.xml,885,974,3225,3229,dbgap,NA
2982,./data/phs001885.v1.pht009431.v1.p1.ECAC_European_Sample_Attributes.var_report.xml,NA,4486,0,4486,dbgap,NA
2983,./data/phs000370.v2.pht002381.v1.p1.Head_Neck_Squamous_Cell_Carcinoma_Subject.var_report.xml,69,23,0,92,dbgap,NA
2984,./data/phs000928.v1.pht004938.v1.p1.LGG_Probiotics_Transcriptome_Sample.var_report.xml,3,8,0,32,dbgap,NA
2985,./data/phs001288.v1.pht006776.v1.p1.neurodev_wais_iii.var_report.xml,NA,2,0,2,dbgap,NA
2986,./data/phs000086.v3.pht000213.v1.p1.DCCT_f0033.var_report.xml,748,668,3100,3100,dbgap,NA
2987,./data/phs000406.v1.pht002403.v1.p1.Spatiotemporal_Transcriptome_Brain_Sample.var_report.xml,31,26,0,57,dbgap,NA
2988,./data/phs000597.v1.pht003199.v1.p1.DNA_Methylation_Prostate_Cancer_Subject.var_report.xml,17,NA,0,17,dbgap,NA
2989,./data/phs002056.v1.pht010452.v1.p1.CIDR_PC_AS_Subject_Phenotypes.var_report.xml,6323,NA,6313,6323,dbgap,NA
2990,./data/phs000774.v2.pht004701.v1.p1.CCDG_OFCs_Sample.var_report.xml,5609,6221,11991,12248,dbgap,NA
2991,./data/phs000285.v3.pht001595.v2.p2.AFLWUPT1.var_report.xml,61,132,375,377,dbgap,NA
2992,./data/phs000280.v7.pht004143.v2.p1.PHEA.var_report.xml,6782,8155,14927,14937,dbgap,NA
2993,./data/phs001883.v1.pht009680.v1.p1.S0800_BC_Subject.var_report.xml,NA,29,0,29,dbgap,NA
2994,./data/phs001215.v4.pht008628.v2.p2.TOPMed_WGS_SAFHS_Subject.var_report.xml,2536,2442,4416,5022,dbgap,NA
2995,./data/phs002055.v1.pht010343.v1.p1.GTAC_ALS_FTD_Subject.var_report.xml,177,99,0,279,dbgap,NA
2996,./data/phs000285.v3.pht001855.v2.p2.F2F03.var_report.xml,880,993,3297,3301,dbgap,NA
2997,./data/phs001573.v1.pht010176.v1.p1.pRCC_Subject.var_report.xml,29,10,0,39,dbgap,NA
2998,./data/phs001919.v1.pht009592.v1.p1.Melanoma_Anti_PD_1_Sample.var_report.xml,28,11,0,60,dbgap,NA
2999,./data/phs000970.v1.pht005018.v1.p1.Fetal_Methylmercury_Exposure_Subject_Phenotypes.var_report.xml,NA,17,10,17,dbgap,NA
3000,./data/phs000767.v1.pht003932.v1.p1.UCSD_CLL_Sample_Attributes.var_report.xml,37,12,0,177,dbgap,NA
3001,./data/phs002244.v1.pht010551.v1.p1.NSCLC_Pembrolizumab_Sample.var_report.xml,23,10,0,66,dbgap,NA
3002,./data/phs000605.v1.pht007638.v1.p1.pulmonary_testing_form.var_report.xml,NA,103,591,591,dbgap,NA
3003,./data/phs000285.v3.pht001593.v2.p2.A7F22.var_report.xml,947,1065,3592,3622,dbgap,NA
3004,./data/phs000277.v2.pht002797.v2.p1.Heroin_Dependence_Subject_Phenotypes.var_report.xml,3616,2870,0,6486,dbgap,NA
3005,./data/phs001200.v1.pht005926.v1.p1.West_Nile_Virus_NAb_Sample.var_report.xml,4,3,0,26,dbgap,NA
3006,./data/phs002428.v1.pht011269.v1.p1.hTERT_Tandem_Repeats_Sample_Attributes.var_report.xml,72,137,0,418,dbgap,NA
3007,./data/phs000219.v1.pht001061.v1.p1.d_condhist_trans.var_report_2010_01_19.xml,358,494,830,852,dbgap,NA
3008,./data/phs000218.v24.pht000917.v23.p8.TARGET_Subject.var_report.xml,3107,2530,6218,6319,dbgap,NA
3009,./data/phs000019.v1.pht000063.v1.p1.cases.var_report_2008_08_12.xml,672,723,0,1399,dbgap,NA
3010,./data/phs000812.v1.pht004299.v1.p1.Breast_Subject_Phenotypes.var_report.xml,NA,NA,0,5261,dbgap,NA
3011,./data/phs000335.v3.pht002114.v1.p2.LHS_COPD_Pedigree.var_report.xml,18,15,0,33,dbgap,NA
3012,./data/phs001481.v1.pht008131.v1.p1.IBMFS_Subject_Phenotypes.var_report.xml,238,218,0,456,dbgap,NA
3013,./data/phs000592.v1.pht006597.v1.p1.physicalexam.var_report.xml,178,144,939,959,dbgap,NA
3014,./data/phs001264.v1.pht007899.v1.p1.CD47_Breast_Cancer_Subject.var_report.xml,NA,4,0,4,dbgap,NA
3015,./data/phs002002.v1.pht010192.v1.p1.ILCs_HNSCC_Sample_Attributes.var_report.xml,6,2,0,2747,dbgap,NA
3016,./data/phs000007.v32.pht000198.v8.p13.hemostatic1_5s.var_report.xml,1639,1845,807,3484,dbgap,NA
3017,./data/phs002059.v1.pht010425.v1.p1.GenderDS.var_report.xml,925,887,0,1812,dbgap,NA
3018,./data/phs001630.v1.pht008173.v1.p1.Measles_Immunity_Sample_Attributes.var_report.xml,1956,720,0,2676,dbgap,NA
3019,./data/phs000354.v1.pht003350.v1.p1.ESP_Family_Studies_PAH_Sample_Attributes.var_report.xml,1,11,0,12,dbgap,NA
3020,./data/phs000921.v4.pht004883.v3.p1.TOPMed_WGS_SAGE_Subject_Phenotypes.var_report.xml,981,1123,0,2106,dbgap,NA
3021,./data/phs000288.v2.pht002517.v2.p2.Ciliopathies_Exome_Pedigree.var_report.xml,423,364,787,787,dbgap,NA
3022,./data/phs000139.v1.pht000643.v1.p1.TRIOS_IMSGC_Sample.var_report_2008_11_26.xml,1247,1755,0,3002,dbgap,NA
3023,./data/phs002088.v2.pht010649.v1.p1.LINCS_DToxS_Subject.var_report.xml,22,18,0,40,dbgap,NA
3024,./data/phs002238.v1.pht011522.v1.p1.Beat_Childhood_Cancer_Sample_Attributes.var_report.xml,121,81,0,683,dbgap,NA
3025,./data/phs000274.v1.pht001277.v1.p1.CIDR_Celiac_Sample.var_report.xml,737,1536,2295,2394,dbgap,NA
3026,./data/phs000094.v1.pht001138.v1.p1.Oral_Clefts_Sample.var_report_2010_04_12.xml,3743,3418,7249,7567,dbgap,NA
3027,./data/phs000525.v1.pht002934.v1.p1.Cancer_Pseudogenes_Transcription_Sample.var_report.xml,1,NA,0,293,dbgap,NA
3028,./data/phs000682.v1.pht003594.v1.p1.Neuropsychiatric_Neurodevelopmental_Disorders_Subject.var_report.xml,457,402,697,859,dbgap,NA
3029,./data/phs000594.v1.pht006495.v1.p1.ConclusionofStudyParticipation.var_report.xml,5,3,4,8,dbgap,NA
3030,./data/phs000966.v2.pht005304.v2.p2.Essential_Tremor_Subject.var_report.xml,766,884,0,1655,dbgap,NA
3031,./data/phs001367.v1.pht008247.v1.p1.Add_Health_Sample.var_report.xml,4737,5237,0,19948,dbgap,NA
3032,./data/phs000750.v1.pht003934.v1.p1.GOAL_Pedigree.var_report.xml,127,144,0,271,dbgap,NA
3033,./data/phs000932.v1.pht004887.v1.p1.COLO_Subject_Phenotypes.var_report.xml,1,NA,0,1,dbgap,NA
3034,./data/phs000128.v3.pht000470.v2.p3.simphen071.var_report.xml,2943,3500,0,6443,dbgap,NA
3035,./data/phs001618.v1.pht008226.v1.p1.TIL_NSCLC_Sample.var_report.xml,25,24,0,84,dbgap,NA
3036,./data/phs000219.v1.pht001086.v1.p1.d_img_consent.var_report_2010_01_19.xml,127,184,2570,2764,dbgap,NA
3037,./data/phs000815.v2.pht006790.v2.p1.Human_Leukocytes_Subject.var_report.xml,130,174,0,690,dbgap,NA
3038,./data/phs000007.v32.pht000309.v15.p13.vr_soe_2019_a_1217s.var_report.xml,4113,4211,17615,19486,dbgap,NA
3039,./data/phs001344.v1.pht006285.v1.p1.PMDD_Sample.var_report.xml,NA,22,0,52,dbgap,NA
3040,./data/phs001135.v2.pht005983.v1.p1.START_Pedigree.var_report.xml,690,296,0,986,dbgap,NA
3041,./data/phs000185.v7.pht010105.v1.p1.Hutterites_3Gen_WGS_Sample_Attributes.var_report.xml,NA,NA,0,26,dbgap,NA
3042,./data/phs000787.v1.pht004258.v1.p1.Immunosenescence_Sample.var_report.xml,6,3,0,210,dbgap,NA
3043,./data/phs000459.v1.pht002545.v1.p1.Oral_Clefts_Multiplex_Families_Sample.var_report.xml,65,52,119,121,dbgap,NA
3044,./data/phs001260.v1.pht006052.v1.p1.Antibiotic_Resistance_Sample.var_report.xml,24,19,0,43,dbgap,NA
3045,./data/phs002225.v1.pht010482.v1.p1.HTAN_MCL_PCAPP_Breast_CA_Subject.var_report.xml,NA,3,0,3,dbgap,NA
