subject_male,filename,max_count,min,mean_count,max,n,male,other,sample_min,date,subject_n,sample_max,min_count,sample_n,sample_female,median_count,mean,sample_median,female,sample_nulls,nulls,sample_male,subject_female,subject_max,sd,subject_median,median,subject_min,subject_nulls
,./data/phs000285.v3.pht001655.v2.p2.C1F07.var_report.xml,,,,,,,,,08/20/2013,,,,,,,,,,,,,,,,,,,
35,./data/phs001779.v1.pht010206.v1.p1.CIDR_NIA_Ehlers_Danlos_Sample.var_report.xml,,,,,,,,,2020/06/25,160,,,160,121,,,,,0,,35,121,,,,,,0
,./data/phs000590.v1.pht008283.v1.p1.registration.var_report.xml,,,,,,,,,2018/08/03,,,,,,,,,,,,,,,,,,,
,./data/phs001316.v1.pht008002.v1.p1.adverse_event.var_report.xml,,,,,,,,,2018/05/31,,,,,,,,,,,,,,,,,,,
,./data/phs000482.v1.pht002884.v1.p1.Sporadic_Autism_Sample_Attributes.var_report.xml,,,,,,,,,12/07/2015,,,,,,,,,,,,,,,,,,,
,./data/phs001776.v1.pht009211.v1.p1.LTG_Pancreas_QTL_Sample_Attributes.var_report.xml,,,,,,,,,2019/06/19,,,,82,8,,,,,0,,8,,,,,,,
,./data/phs001458.v1.pht007782.v1.p1.Cannabis_Stimulant_Dependence_Sample_Attributes.var_report.xml,,,,,,,,,2018/04/12,,,,1887,1165,,,,,0,,721,,,,,,,
,./data/phs000313.v4.pht002067.v4.p2.SardiNIA_SubjectPhenotypes.var_report.xml,1249,,1053,,2105,856,,,2017/11/22,,,856,,,1053,,,1249,,0,,,,277.9,,,,
,./data/phs000219.v1.pht001055.v1.p1.d_bne1_trans.var_report_2010_01_19.xml,,,,,,,,,01/19/2010,,,,,,,,,,,,,,,,,,,
,./data/phs000209.v13.pht004317.v1.p3.MESA_exam5dietnutrients.var_report.xml,,,,,,,,,11/05/2014,,,,,,,,,,,,,,,,,,,
,./data/phs000383.v1.pht002869.v1.p1.ROOT_Breast_Cancer_Sample.var_report.xml,,,,,,,,,12/11/2012,,,,,,,,,,,,,,,,,,,
,./data/phs002377.v1.pht011115.v1.p1.Ipilimumab_Nivolumab_HCT_Sample_Attributes.var_report.xml,,,,,,,,,2021/04/07,,,,78,17,,,,,0,,19,,,,,,,
,./data/phs001291.v1.pht007329.v1.p1.Neoadjuvant_Trastuzumab_BC_Subject_Phenotypes.var_report.xml,,,,,,,,,2018/01/08,42,,,,,,,,,,,,42,,,,,,0
,./data/phs000595.v1.pht006640.v1.p1.physician_examination.var_report.xml,,,,,,,,,07/05/2017,,,,,,,,,,,,,,,,,,,
4864,./data/phs000925.v1.pht006203.v1.p1.PAGE_IPM_BioMe_Biobank_Subject_Phenotypes.var_report.xml,7881,,4251,,12754,4864,,,03/22/2017,12754,,9,,,4864,,,7881,,0,,7881,,3972,,,,0
,./data/phs002419.v1.pht011262.v1.p1.BC_Subject.var_report.xml,58,,58,,58,,,,2021/06/02,58,,58,,,58,,,58,,0,,58,,,,,,0
,./data/phs000007.v32.pht000303.v8.p13.icam3_1s.var_report.xml,,,,,,,,,2020/12/21,,,,,,,,,,,,,,,,,,,
607,./data/phs000979.v3.pht005195.v2.p2.HBCC_Postmortem_Psychiatric_Subject_Phenotypes.var_report.xml,,,,,,,,,2019/09/16,970,,,,,,,,,,,,363,,,,,,0
,./data/phs001576.v2.pht008220.v2.p2.P6705_LABORATORY_DATA.var_report.xml,,,,,,,,,2019/09/27,,,,,,,,,,,,,,,,,,,
8,./data/phs000280.v7.pht009475.v1.p1.GNDps1.var_report.xml,,,,,,,,,2020/06/18,5977,,,,,,,,,,,,8,,,,,,0
,./data/phs000648.v1.pht004580.v1.p1.Pancreatic_Cancer_Sample_Attributes.var_report.xml,,,,,,,,,06/23/2015,,,,8201,3478,,,,,0,,4525,,,,,,,
57,./data/phs001188.v2.pht006300.v2.p1.FUSION_Islet_Sample.var_report.xml,,,,,,,,,2020/01/06,422,,,422,49,,,,,0,,57,49,,,,,,0
,./data/phs000328.v2.pht002134.v2.p1.DLBCL_Sample_Attributes.var_report.xml,,,,,,,,,09/16/2013,,,,,,,,,,,,,,,,,,,
,./data/phs000549.v1.pht002990.v1.p1.AML_Clonal_Evolution_Subject.var_report.xml,,,,,,,,,09/28/2012,,,,,,,,,,,,,,,,,,,
,./data/phs000650.v1.pht003487.v1.p1.PediGFR_CKiD_Sample_Attributes.var_report.xml,,,,,,,,,08/27/2013,,,,,,,,,,,,,,,,,,,
,./data/phs000086.v3.pht000271.v1.p1.DCCT_status.var_report.xml,,,,,,,,,11/04/2014,,,,,,,,,,,,,,,,,,,
,./data/phs000406.v1.pht002403.v1.p1.Spatiotemporal_Transcriptome_Brain_Sample.var_report.xml,,,,,,,,,10/25/2011,,,,,,,,,,,,,,,,,,,
,./data/phs000577.v1.pht007287.v1.p1.physical_examination_form.var_report.xml,,,,,,,,,2017/12/20,,,,,,,,,,,,,,,,,,,
57,./data/phs001697.v1.pht010576.v1.p1.EAGLE_Never_Smokers_Subject.var_report.xml,97,,62.5,,47,57,,,2021/01/12,47,,57,,,62.5,,,97,,0,,97,,83.44,,,,0
,./data/phs001326.v1.pht007830.v1.p1.pidtc_17390_day0datet.var_report.xml,,,,,,,,,2018/04/16,,,,,,,,,,,,,,,,,,,
,./data/phs001643.v1.pht008194.v1.p1.Chordoma_Sample_Attributes.var_report.xml,,,,,,,,,2018/06/30,,,,8,,,,,,0,,4,,,,,,,
,./data/phs000627.v1.pht003531.v1.p1.Hepatocellular_Carcinoma_Driver_Genes_Sample.var_report.xml,,,,,,,,,09/27/2013,174,,,174,,,,,,0,,,,,,,,,0
1816,./data/phs002015.v1.pht010384.v1.p1.AREDS2_HDA.var_report.xml,,,,,,,,,2020/09/18,4203,,,,,,,,,,,,2387,,,,,,0
,./data/phs001317.v1.pht008046.v1.p1.psychologicalquestionsummary.var_report.xml,,,,,,,,,2018/06/01,,,,,,,,,,,,,,,,,,,
,./data/phs000007.v32.pht000100.v8.p13.psych1_3s.var_report.xml,,,,,,,,,2020/12/21,,,,,,,,,,,,,,,,,,,
,./data/phs000200.v9.pht000984.v4.p3.bmdspine_rel1.var_report.xml,,,,,,,,,11/08/2013,,,,,,,,,,,,,,,,,,,
28,./data/phs001585.v1.pht008829.v1.p1.FALS_Sample.var_report.xml,,,,,,,,,2019/03/18,81,,,81,52,,,,,0,,28,52,,,,,,0
,./data/phs001694.v1.pht008495.v1.p1.HIV_CSF_Sample_Attributes.var_report.xml,,,,,,,,,2018/10/24,,,,8,2,,,,,0,,6,,,,,,,
,./data/phs001715.v1.pht008842.v1.p1.death_form.var_report.xml,,,,,,,,,2019/03/20,,,,,,,,,,,,,,,,,,,
,./data/phs000884.v1.pht004602.v1.p1.Gut_Microbiome_Controls_Sample_Attributes.var_report.xml,,,,,,,,,03/17/2015,,,,72,94,,,,,0,,45,,,,,,,
,./data/phs001311.v1.pht007920.v1.p1.ae_mro_review.var_report.xml,,,,,,,,,2018/05/15,,,,,,,,,,,,,,,,,,,
,./data/phs000402.v1.pht002539.v1.p1.ESP_HeartGO_JHS_LDLandEOMI_Subject_Phenotypes.var_report_2012_02_29.xml,,,,,32,85,,,02/29/2012,,,,,,,,,78,,0,,,,,,,,
43,./data/phs001426.v1.pht006916.v1.p1.T1DGC_RNASeq_Sample.var_report.xml,,,,,,,,,2017/09/19,246,,,246,39,,,,,0,,43,39,,,,,,0
68,./data/phs002393.v1.pht011136.v1.p1.ABCA4_Subject.var_report.xml,70,,69,,69,68,,,2021/04/28,69,,68,,,69,,,70,,0,,70,,7.778,,,,0
,./data/phs000573.v1.pht003214.v1.p1.DiffuseLargeBCellLymphoma_Sample.var_report.xml,,,,,,,,,03/20/2013,,,,,,,,,,,,,,,,,,,
,./data/phs001279.v1.pht007210.v1.p1.final_diagnosis.var_report.xml,,,,,,,,,2017/12/08,,,,,,,,,,,,,,,,,,,
7,./data/phs000795.v1.pht004012.v1.p1.Gastric_Cancer_Metastasis_Subject.var_report.xml,,,,,,,,,09/11/2014,17,,,,,,,,,,,,10,,,,,,0
,./data/phs001345.v3.pht008604.v1.p1.TOPMed_WGS_GENOA_Sample_Attributes.var_report.xml,,,,,,,,,2021/06/09,,,,1266,882,,,,,0,,382,,,,,,,
,./data/phs000086.v3.pht000245.v1.p1.DCCT_f021cmb6.var_report.xml,,,,,,,,,11/04/2014,,,,,,,,,,,,,,,,,,,
,./data/phs000007.v32.pht000822.v7.p13.hgf3_1s.var_report.xml,,,,,,,,,2020/12/21,,,,,,,,,,,,,,,,,,,
4008,./data/phs000733.v1.pht003819.v1.p1.Familial_Prostate_Cancer_Subject.var_report.xml,,,,,,,,,07/18/2014,4036,,,,,,,,,,,,16,,,,,,0
,./data/phs001687.v1.pht008360.v1.p1.WABCS_Sample_Attributes.var_report.xml,,,,,,,,,2018/09/17,,,,722,49,,,,,0,,,,,,,,,
88,./data/phs001141.v1.pht005601.v1.p1.PROMOTE_Subject_Phenotypes.var_report.xml,88,,88,,88,88,,,01/03/2017,88,,88,,,88,,,,,0,,,,,,,,0
,./data/phs000425.v1.pht002502.v1.p1.dbGAP_Sample.var_report.xml,,,,,,,,,03/06/2012,,,,,,,,,,,,,,,,,,,
19,./data/phs001940.v2.pht009697.v2.p1.Immune_Checkpoint_NSCLC_Sample.var_report.xml,,,,,,,,,2020/01/31,72,,,72,17,,,,,0,,19,17,,,,,,0
,./data/phs001165.v1.pht007985.v1.p1.eMERGE_GCPD_CAG_CHOP_Subject.var_report.xml,,,,,,,,,2018/05/22,,,,,,,,,,,,,,,,,,,
7,./data/phs001906.v1.pht009659.v1.p1.GISTs_Subject.var_report.xml,,,,,,,,,2019/12/11,6,,,,,,,,,,,,9,,,,,,0
,./data/phs000171.v1.pht000785.v1.p1.MS_DATA_RELAPSE.var_report_2009_12_11.xml,,,,,,,,,12/11/2009,,,,,,,,,,,,,,,,,,,
85,./data/phs001380.v1.pht009231.v1.p1.TS_GWAS2_Subject_Phenotypes.var_report.xml,85,,896.5,,72,85,,,2019/10/11,72,,566,72,566,896.5,,,566,0,0,85,566,,688.7,,,,0
9,./data/phs002045.v1.pht010308.v1.p1.PDAC_Sample.var_report.xml,,,,,,,,,2020/06/30,70,,,70,6,,,,,0,,9,6,,,,,,0
,./data/phs001331.v2.pht006935.v2.p1.imd_17919_patientstat.var_report.xml,,,,,,,,,2019/08/30,,,,,,,,,,,,,,,,,,,
87,./data/phs001078.v1.pht005725.v1.p1.GECCO_Sample.var_report.xml,,,,,,,,,2018/09/14,97,,,97,98,,,,,0,,87,98,,,,,,0
,./data/phs000200.v9.pht002750.v2.p3.f153_barriers_rel1.var_report.xml,,,,,,,,,11/08/2013,,,,,,,,,,,,,,,,,,,
85,./data/phs001747.v1.pht008643.v1.p1.CAREGIVER_Sample.var_report.xml,,,,,,,,,2019/03/25,342,,,342,257,,,,,0,,85,257,,,,,,0
6,./data/phs000280.v7.pht006420.v1.p1.AQC.var_report.xml,,,,,,,,,2020/06/18,5491,,,,,,,,,,,,8,,,,,,0
36,./data/phs001341.v1.pht006244.v1.p1.PhLiPS_Subject.var_report.xml,,,,,,,,,2017/11/30,92,,,,,,,,,,,,54,,,,,,0
,./data/phs000698.v1.pht007673.v1.p1.medical_history.var_report.xml,,,,,,,,,2018/03/23,,,,,,,,,,,,,,,,,,,
60,./data/phs001177.v2.pht006091.v1.p1.Familial_Melanoma_Pedigree.var_report.xml,60,,58,,9,60,,,2019/11/27,9,,56,,,58,,,56,,0,,56,,2.828,,,,0
,./data/phs000942.v1.pht004837.v1.p1.Cancer_Genetics_Clinic_Sample_Attributes.var_report.xml,,,,,,,,,03/01/2016,,,,258,232,,,,,0,,26,,,,,,,
,./data/phs000280.v7.pht004184.v2.p1.RTAWF03.var_report.xml,,,,,,,,,2020/06/18,6,,,,,,,,,,,,6,,,,,,0
,./data/phs000255.v1.pht001417.v1.p1.HMP_Crohns_Risk_TraceID.var_report.xml,,,,,,,,,06/09/2010,,,,,,,,,,,,,,,,,,,
,./data/phs001321.v1.pht006198.v1.p1.OncoArray_CIMBA_Sample_Attributes.var_report.xml,,,,,,,,,2017/08/25,,,,9323,9323,,,,,0,,,,,,,,,
6119,./data/phs000280.v7.pht004198.v2.p1.STROKE2.var_report.xml,,,,,,,,,2020/06/18,13529,,,,,,,,,,,,7410,,,,,,0
959,./data/phs000801.v2.pht004612.v2.p1.NHL_Subject.var_report.xml,,,,,,,,,09/20/2016,5598,,,,,,,,,,,,780,,,,,,0
,./data/phs000728.v1.pht003768.v1.p1.Lung_Cancer_Smokers_Sample_Attributes.var_report.xml,,,,,,,,,12/17/2015,,,,,,,,,,,,,,,,,,,
1877,./data/phs000976.v2.pht005683.v1.p1.CIDR_COGA_AA_Family_Subject.var_report.xml,,,,,,,,,2020/11/09,4029,,,,,,,,,,,,9229,,,,,,0
,./data/phs000285.v3.pht001853.v2.p2.F2CRP.var_report.xml,,,,,,,,,08/20/2013,,,,,,,,,,,,,,,,,,,
,./data/phs001557.v1.pht007618.v1.p1.MADSEQ_Sample_Attributes.var_report.xml,,,,,,,,,2018/05/15,,,,3,2,,,,,0,,,,,,,,,
81,./data/phs001491.v2.pht007254.v2.p1.CIDR_Tooth_Disorders_Subject_Phenotypes.var_report.xml,97,,88,,92,81,,,2020/03/09,92,,75,,,88,,,97,,0,,97,,9.192,,,,0
,./data/phs002056.v1.pht010453.v1.p1.CIDR_PC_AS_Sample_Attributes.var_report.xml,,,,,,,,,2021/08/11,,,,907,,,,,,0,,887,,,,,,,
17,./data/phs001706.v1.pht008457.v1.p1.MCD_Sample.var_report.xml,,,,,,,,,2018/10/11,32,,,32,15,,,,,0,,17,15,,,,,,0
57,./data/phs001052.v2.pht005466.v2.p1.Pediatric_Solid_Tumors_Subject.var_report.xml,,,,,,,,,2020/11/24,83,,,,,,,,,,,,26,,,,,,0
,./data/phs000086.v3.pht000624.v1.p1.EDIC_f0022.var_report.xml,,,,,,,,,11/04/2014,,,,,,,,,,,,,,,,,,,
19,./data/phs001007.v1.pht005068.v1.p1.HNSCC_Metastasis_Recurrence_Subject_Phenotypes.var_report.xml,19,,11.5,,23,19,,,11/30/2015,23,,4,,,11.5,,,4,,0,,4,,10.61,,,,0
,./data/phs000574.v1.pht005868.v1.p1.eligibility.var_report.xml,,,,,,,,,03/06/2017,,,,,,,,,,,,,,,,,,,
33,./data/phs001046.v1.pht005297.v1.p1.exome_chip_pheno.var_report.xml,61,,47,,94,33,,,2018/06/01,94,,33,,,47,,,61,,0,,61,,96.87,,,,0
,./data/phs000219.v1.pht001061.v1.p1.d_condhist_trans.var_report_2010_01_19.xml,,,,,,,,,01/19/2010,,,,,,,,,,,,,,,,,,,
,./data/phs000609.v1.pht003283.v1.p1.AutismGeneExpression_Subject.var_report.xml,,,,,,,,,05/14/2013,,,,,,,,,,,,,,,,,,,
,./data/phs002462.v1.pht011370.v1.p1.NEPC_Sample_Attributes.var_report.xml,,,,,,,,,2021/07/06,,,,215,,,,,,0,,12,,,,,,,
919,./data/phs001307.v1.pht011048.v1.p1.TGCT_UPenn_Subject_Phenotypes.var_report.xml,919,,919,,919,919,,,2021/03/30,919,,919,,,919,,,,,0,,,,,,,,0
,./data/phs000717.v1.pht003811.v1.p1.Circulating_Tumor_Cells_Sample_Attributes.var_report.xml,,,,,,,,,10/09/2014,,,,,,,,,,,,,,,,,,,
,./data/phs002421.v1.pht011270.v1.p1.ALT_nonMYCN_NBL_Subject.var_report.xml,11,,11,,11,,,,2021/06/02,11,,11,,,11,,,,,0,,,,,,,,0
,./data/phs001055.v1.pht005915.v1.p1.DeNovo_Mutation_Rates_Sample_Attributes.var_report.xml,,,,,,,,,2017/08/16,,,,817,404,,,,,0,,413,,,,,,,
33,./data/phs001525.v1.pht007476.v1.p1.XDP_Sample.var_report.xml,,,,,,,,,2018/02/12,65,,,65,29,,,,,0,,33,29,,,,,,0
,./data/phs000594.v1.pht006496.v1.p1.ConcomitantMedications.var_report.xml,,,,,,,,,06/12/2017,,,,,,,,,,,,,,,,,,,
,./data/phs001146.v1.pht005543.v1.p1.Endometrial_Cells_eQTL_Subject.var_report.xml,,,,,,,,,06/22/2016,53,,,,,,,,,,,,53,,,,,,0
,./data/phs000387.v1.pht002442.v1.p1.eMERGE_GeM_AAA_Subject.var_report.xml,,,,,,,,,12/19/2011,,,,,,,,,,,,,,,,,,,
1394,./data/phs001252.v1.pht006377.v1.p1.ca_diam.var_report.xml,1394,,1069,,2138,1394,,,05/16/2017,2138,,744,,,1069,,,744,,0,,744,,459.6,,,,0
,./data/phs000294.v1.pht001533.v1.p1.MIGen_Subject.var_report_2010_08_17.xml,,,,,,,,,08/17/2010,,,,,,,,,,,,,,,,,,,
,./data/phs001310.v1.pht006865.v1.p1.complete_med_hx.var_report.xml,,,,,,,,,2017/09/18,,,,,,,,,,,,,,,,,,,
,./data/phs001332.v2.pht007459.v2.p1.p7301_12575_timedtest.var_report.xml,,,,,,,,,2019/11/08,,,,,,,,,,,,,,,,,,,
,./data/phs001646.v1.pht008195.v1.p1.GBM_Subject.var_report.xml,,,,,,,,,2018/06/30,23,,,,,,,,,,,,,,,,,,0
,./data/phs001121.v1.pht005708.v1.p1.Rare_Cancers_Subject.var_report.xml,,,,,,,,,03/17/2017,,,,,,,,,,,,,,,,,,,
,./data/phs000817.v1.pht004417.v1.p1.Varicella_Zoster_Vaccine_Sample_Attributes.var_report.xml,,,,,,,,,01/05/2015,,,,256,6,,,,,0,,2,,,,,,,
612,./data/phs000286.v6.pht008782.v1.p2.sbpb.var_report.xml,,,,,,,,,2019/03/11,768,,,,,,,,,,,,84,,,,,,0
70,./data/phs001561.v1.pht010998.v1.p1.CCGO_Subject_Phenotypes.var_report.xml,,,,,,,,,2021/03/31,75,,,,,,,,,,,,65,,,,,,0
,./data/phs000096.v4.pht001550.v1.p1.HAPO_European_Phenotypes.var_report.xml,753,,502.3,,1507,,,,11/16/2011,,,1,,,753,,,1507,,0,,,,434.2,,,,
,./data/phs000285.v3.pht001741.v2.p2.D1LEPTIN.var_report.xml,,,,,,,,,08/20/2013,,,,,,,,,,,,,,,,,,,
85,./data/phs001817.v1.pht009133.v1.p1.GeneScreen_Subject.var_report.xml,,,,,,,,,2019/06/04,262,,,,,,,,,,,,177,,,,,,0
,./data/phs000127.v2.pht000650.v1.p1.IrishALS_Subject.var_report_2010_09_03.xml,,,,,,,,,09/03/2010,,,,,,,,,,,,,,,,,,,
,./data/phs000285.v3.pht001679.v2.p2.C1F39.var_report.xml,,,,,,,,,08/20/2013,,,,,,,,,,,,,,,,,,,
,./data/phs000200.v9.pht000983.v4.p3.bmdhip_rel1.var_report.xml,,,,,,,,,11/08/2013,,,,,,,,,,,,,,,,,,,
,./data/phs000730.v1.pht005061.v1.p1.Brain_Metastasis_Sample_Attributes.var_report.xml,,,,,,,,,11/13/2015,,,,,,,,,,,,,,,,,,,
,./data/phs000440.v1.pht002495.v1.p1.MARAZITA_Guatemala_Cleft_PhenotypeDS.var_report.xml,,,,,,,,,03/15/2012,,,,,,,,,,,,,,,,,,,
,./data/phs000200.v9.pht000993.v4.p3.f146_rel1.var_report.xml,,,,,,,,,11/08/2013,,,,,,,,,,,,,,,,,,,
,./data/phs000007.v32.pht003096.v3.p13.t_bmdhs_2008_1_0748s.var_report.xml,,,,,,,,,2020/12/21,,,,,,,,,,,,,,,,,,,
1637,./data/phs002015.v1.pht010362.v1.p1.AREDS2_ADV.var_report.xml,,,,,,,,,2020/09/18,76,,,,,,,,,,,,2164,,,,,,0
,./data/phs000245.v1.pht001913.v1.p1.Triple_Negative_Breast_Cancer_Subject.var_report_2010_09_27.xml,,,,,,,,,09/27/2010,,,,,,,,,,,,,,,,,,,
,./data/phs001798.v2.pht008946.v2.p2.23andMe_AfAmSeq_Subject.var_report.xml,,,,,,,,,2021/07/13,2294,,,,,,,,,,,,,,,,,,0
,./data/phs001331.v2.pht006934.v2.p1.comorbidities.var_report.xml,,,,,,,,,2019/08/30,,,,,,,,,,,,,,,,,,,
419,./data/phs000852.v1.pht006693.v1.p1.GEDI_SUDs_Subject.var_report.xml,,,,,,,,,07/26/2017,784,,,,,,,,,,,,365,,,,,,0
,./data/phs000394.v1.pht002654.v1.p1.APDGC_Sample_Attributes.var_report.xml,,,,,,,,,05/24/2012,,,,,,,,,,,,,,,,,,,
29,./data/phs001282.v2.pht006098.v2.p1.Endemic_Burkitt_Lymphoma_Subject_Phenotypes.var_report.xml,29,,13,,39,29,,,2020/01/21,39,,2,,,8,,,8,,0,,8,,14.18,,,,0
80,./data/phs001480.v1.pht010831.v1.p1.PRO_CIPN_Sample.var_report.xml,,,,,,,,,2021/01/13,80,,,80,87,,,,,0,,80,87,,,,,,0
,./data/phs000258.v2.pht001242.v2.p1.HMP_Gut_Obesity_Sample_Attributes.var_report.xml,92,,90.5,,599,64,,,04/14/2011,,,89,,,90.5,,,61,,0,,,,2.121,,,,
97,./data/phs001360.v1.pht006294.v1.p1.CLEAR_Sample.var_report.xml,,,,,,,,,2020/05/05,2297,,,2297,644,,,,,0,,97,644,,,,,,0
,./data/phs001487.v1.pht007136.v1.p1.CCDG_TAICHI_Subject.var_report.xml,,,,,,,,,2018/08/02,,,,,,,,,,,,,,,,,,,
57,./data/phs001258.v2.pht006677.v2.p1.College_Athletes_Sample.var_report.xml,,,,,,,,,2019/12/17,676,,,676,,,,,,0,,57,,,,,,,0
,./data/phs001697.v1.pht010579.v1.p1.EAGLE_Never_Smokers_Sample_Attributes.var_report.xml,,,,,,,,,2021/01/12,,,,94,97,,,,,0,,57,,,,,,,
,./data/phs000605.v1.pht007627.v1.p1.conclusionofstudyparticipation.var_report.xml,,,,,,,,,2018/03/20,,,,,,,,,,,,,,,,,,,
,./data/phs000589.v1.pht009198.v1.p1.sf_36.var_report.xml,,,,,640,9,,,2019/06/14,,,,,,,,,127,,4,,,,,,,,
,./data/phs000167.v1.pht000716.v1.p1.nonGAIN_Schizophrenia_controls_questionnaire.var_report_2009_04_22.xml,,,,,,,,,04/22/2009,,,,,,,,,,,,,,,,,,,
,./data/phs001192.v1.pht005690.v1.p1.Thoracic_PDX_Subject.var_report.xml,,,,,,,,,08/19/2016,1,,,,,,,,,,,,,,,,,,0
,./data/phs001248.v1.pht006095.v1.p1.LRTI_Sample_Attributes.var_report.xml,,,,,,,,,03/06/2017,,,,94,52,,,,,0,,42,,,,,,,
97,./data/phs000690.v1.pht003618.v1.p1.Multiplex_Epilepsy_Families_Subject.var_report.xml,,,,,,,,,12/16/2013,56,,,,,,,,,,,,41,,,,,,0
,./data/phs001617.v1.pht010621.v1.p1.Growth_Disorders_Sample_Attributes.var_report.xml,,,,,,,,,2021/01/12,,,,,,,,,,,,,,,,,,,
,./data/phs002407.v1.pht011564.v1.p1.MMRd_MMRp_CRC_GEO.var_report.xml,,,,,,,,,2021/09/20,,,,181,,,,,,0,,,,,,,,,
,./data/phs001488.v1.pht007409.v1.p1.mhxgen.var_report.xml,,,,,,,,,2018/02/08,,,,,,,,,,,,,,,,,,,
,./data/phs000007.v32.pht001227.v6.p13.ctkidney3_2005s.var_report.xml,,,,,,,,,2020/12/21,,,,,,,,,,,,,,,,,,,
55,./data/phs001466.v2.pht009577.v1.p1.TOPMed_WGS_PharmHU_Subject.var_report.xml,,,,,,,,,2021/06/25,900,,,,,,,,,,,,44,,,,,,0
,./data/phs002036.v1.pht010277.v1.p1.Chromoanasynthesis_JBS_Sample_Attributes.var_report.xml,,,,,,,,,2020/06/09,,,,1,,,,,,0,,1,,,,,,,
,./data/phs001337.v1.pht009621.v1.p1.AACR_GENIE_Sample.var_report.xml,,,,,,,,,2019/11/14,48447,,,48447,,,,,,0,,,,,,,,,0
,./data/phs000893.v1.pht005501.v1.p1.Endometrial_Cancer_E2C2_Sample.var_report.xml,,,,,,,,,09/08/2016,916,,,916,,,,,,0,,,,,,,,,0
,./data/phs001523.v1.pht008454.v1.p1.MOMS_PI_SRA.var_report.xml,,,,,,,,,2018/11/13,,,,9203,,,,,,0,,,,,,,,,
,./data/phs000285.v3.pht001639.v2.p2.B2F9PRG1.var_report.xml,,,,,,,,,08/20/2013,,,,,,,,,,,,,,,,,,,
,./data/phs000007.v32.pht000313.v8.p13.urine3_1s.var_report.xml,,,,,,,,,2020/12/21,,,,,,,,,,,,,,,,,,,
,./data/phs000504.v2.pht002821.v2.p2.Medulloblastoma_Sample.var_report.xml,,,,,,,,,11/27/2013,,,,,,,,,,,,,,,,,,,
9,./data/phs000450.v4.pht002526.v3.p1.DLBCL_Subject_Phenotypes.var_report.xml,,,,,43,9,,,2020/10/29,43,,,,,,,,9,,0,,9,,,,,,0
,./data/phs001382.v1.pht006975.v1.p1.reproductivehealthsurve.var_report.xml,,,,,9,1,,,2017/10/03,,,,,,,,,9,,467,,,,,,,,
8,./data/phs001807.v1.pht008979.v1.p1.InTEAM_Meth_Subject_Phenotypes.var_report.xml,8,,5.5,,6,8,,,2019/06/11,6,,3,,,5.5,,,3,,0,,3,,3.536,,,,0
298,./data/phs001995.v1.pht010398.v1.p1.Himba_Pedigree.var_report.xml,380,,339,,678,298,,,2020/07/17,678,,298,,,339,,,380,,0,,380,,57.98,,,,0
,./data/phs001523.v1.pht007510.v1.p1.phenotype_clinical.var_report.xml,,,,,,,,,2018/11/13,4069,,,,,,,,,,,,,,,,,,0
1678,./data/phs001252.v1.pht006395.v1.p1.sgrqc.var_report.xml,2.4E+05,,1.9E+05,,387030,1678,,,05/16/2017,387030,,1.5E+05,,,1.9E+05,,,1052,,0,,1052,,62201,,,,0
,./data/phs000219.v1.pht001103.v1.p1.d_terfd_trans.var_report_2010_01_19.xml,,,,,,,,,01/19/2010,,,,,,,,,,,,,,,,,,,
,./data/phs000200.v9.pht001031.v4.p3.rand_rel1.var_report.xml,,,,,,,,,11/08/2013,,,,,,,,,,,,,,,,,,,
,./data/phs000588.v1.pht009301.v1.p1.lab_results_form.var_report.xml,,,,,,,,,2019/07/26,,,,,,,,,,,,,,,,,,,
,./data/phs000679.v1.pht003657.v1.p1.Anorexia_Nervosa_Subject_Phenotypes.var_report.xml,1001,,1001,,1001,,,,04/04/2014,1001,,1001,,,1001,,,1001,,0,,1001,,,,,,0
,./data/phs001392.v1.pht006888.v1.p1.immune_status.var_report.xml,,,,,,,,,2017/09/22,,,,,,,,,,,,,,,,,,,
676,./data/phs001857.v1.pht010765.v1.p1.MD_Ashkenazi_Pedigree.var_report.xml,677,,677,,677,676,,,2020/12/09,677,,677,,,677,,,677,,0,,677,,478,,,,0
,./data/phs001906.v1.pht009663.v1.p1.GISTs_Sample_Attributes.var_report.xml,,,,,,,,,2019/12/11,,,,84,9,,,,,0,,7,,,,,,,
580,./data/phs000954.v4.pht006298.v2.p2.TOPMed_WGS_CFS_Sample.var_report.xml,,,,,,,,,2021/05/11,1293,,,1293,710,,,,,0,,580,710,,,,,,0
,./data/phs000285.v3.pht001672.v2.p2.C1F31.var_report.xml,,,,,,,,,08/20/2013,,,,,,,,,,,,,,,,,,,
48,./data/phs000958.v1.pht004957.v1.p1.CSER_MedSeq_Subject.var_report.xml,,,,,,,,,08/31/2015,100,,,,,,,,,,,,52,,,,,,0
,./data/phs000299.v2.pht001552.v2.p1.Genentech_NSCLC_Sample.var_report.xml,,,,,,,,,02/27/2014,,,,,,,,,,,,,,,,,,,
,./data/phs002330.v1.pht011570.v1.p1.GMKF_INCLUDE_Sample.var_report.xml,,,,,,,,,2021/09/21,2297,,,2297,,,,,,0,,,,,,,,,0
,./data/phs000701.v1.pht005511.v1.p1.DevelopmentalDataSheet.var_report.xml,,,,,,,,,06/01/2017,,,,,,,,,,,,,,,,,,,
